order_id,customer_name,customer_email,order_date,order_status,product_tags,order_value,shipping_cost,country,is_returning_customer,num_items,promo_code,review_score
#101538,Morgan Walsh,morgan.walsh163@outlook.com,2022-11-17,CANCELLED,"['sports', 'electronics']",$381.82,19.44,FR ,no,7.0,welcome,3.0
#100939,Riley Chen,riley.chen305@yahoo.com,29/03/2024,canceled,"['toys', 'electronics', 'kitchen']",$181.26,7.82,france,N,8.0,SAVE10,4.0
#101137,Alex Kim,alex.kim634@gmail.com,26/04/2024,Pending,fashion|kitchen,,20.16,United States,TRUE,7.0,SUMMER20,3.0
#100339,Morgan Walsh,morgan.walsh809@outlook.com,21/05/2022,processing,"['books', 'toys']",$319.85,12.82,canada,FALSE,4.0,,4.0
#100141,Alex Kim,alex.kim382@outlook.com,08-07-2023,Canceled,"['sports', 'fashion', 'home']",,1.05,FR ,True,11.0,N/A,5.0
#101251,Jordan Lee,jordan.lee296@outlook.com,2024/06/03,CANCELLED,"books,toys",€223.12,0.57,canada,No,7.0,SAVE10 ,6.0
#100002,Riley Chen,riley.chen684@outlook.com,04-03-2022,delivered,['sports'],€108.51,29.87,FR,1,7.0,WELCOME,2.0
#100781,Taylor Swift,taylor.swift22@gmail.com,2023/03/19,Canceled,sports,$347.34,28.51,us,TRUE,11.0,,2.0
#100581,Sam Jordan,sam.jordan160@gmail.com,2022-11-28,PENDING,"['home', 'electronics']",$588.04,13.23,canada,0,7.0,WELCOME,1.0
#101919,Quinn Davis,quinn.davis300@gmail.com,18/12/2023,delivered,"['garden', 'sports', 'books']",$272.73,24.6,France,1,3.0,SAVE10,4.0
#101333,Riley Chen,riley.chen287@gmail.com,10-31-2022,Returned,"['garden', 'kitchen', 'home']",$453.27,2.84,AU,,8.0,SAVE10,4.0
#100339,Morgan Walsh,morgan.walsh809@outlook.com,21/05/2022,processing,"['books', 'toys']",$319.85,12.82,canada,FALSE,4.0,,4.0
#100812,Alex Kim,alex.kim897@outlook.com,02-01-2023,shipped,"['kitchen', 'fashion', 'home']",$209.6,free,CA,no,2.0,,3.0
#100408,Jordan Lee,jordan.lee14@yahoo.com,18/05/2023,Canceled,toys,€318.02,26.67,Germany,yes,0.8901090958531694,,1.0
#101220,Riley Chen,riley.chen254@outlook.com,2022-11-06,Delivered,"['sports', 'electronics']",€206.46,20.88,Australia,1,11.0,N/A,4.0
#100265,Quinn Davis,,08-29-2022,Shipped,"['books', 'electronics']",506.76,15.39,France,0,4.0,SUMMER20,5.0
#100376,Jordan Lee,jordan.lee96@yahoo.com,2023/05/13,pending,"['home', 'fashion', 'garden']",$432.74,27.5,UK,TRUE,3.0,SAVE10 ,2.0
#101378,Jordan Lee,jordan.lee494@yahoo.com,2023/11/10,delivered,"['garden', 'electronics']",,25.22,Australia,1,5.0,N/A,1.0
#101037,Sam Jordan,sam.jordan204@gmail.com,2023-03-22,Delivered,['home'],$390.09,NULL,AU,yes,5.0,SAVE10 ,1.0
#100439,Jordan Lee,,2022/05/02,shipped,"['fashion', 'books', 'garden', 'kitchen']",$63.7,26.66,france,,10.0,SAVE10,5.0
#100271,Morgan Walsh,morgan.walsh321@yahoo.com,09/09/2023,Processing,"['electronics', 'garden', 'kitchen', 'books']",$180.47,7.71,Germany,Yes,10.0,SUMMER20,2.0
#100184,Quinn Davis,quinn.davis53@outlook.com,2023-02-19,Canceled,"['books', 'home', 'fashion', 'electronics']",€409.73,17.66,US,False,9.0,,3.0
#100979,,taylor.swift488@outlook.com,10/06/2022,shipped,books|home|fashion|electronics,489.06,14.17,Germany,False,10.0,,2.0
#100244,Quinn Davis,quinn.davis54@outlook.com,2023-03-11,SHIPPED,toys,98.59,2.85,canada,False,3.0,,5.0
#100965,Quinn Davis,,10-06-2022,shipped,garden,$516.98,15.77,Australia,True,4.0,SAVE10 ,4.0
#100607,Alex Kim,alex.kim76@outlook.com,2022-10-25,DELIVERED,"['home', 'sports', 'books', 'garden']",$517.29,11.77,canada,No,3.0,,4.0
#100529,Riley Chen,riley.chen864@yahoo.com,12/11/2022,PENDING,fashion,309.71,3.77,Germany,FALSE,9.0,,4.0
#100445,Quinn Davis,,2023/02/19,,"electronics,sports",,7.93,UK,1,4.0,WELCOME,4.0
#100845,Riley Chen,riley.chen445@yahoo.com,2022/03/15,pending,"['garden', 'fashion', 'electronics', 'books']",$516.36,22.82,USA,FALSE,10.0,SAVE10,4.0
#101302,Taylor Swift,taylor.swift35@outlook.com,11-26-2022,delivered,"home,books,fashion",$163.36,7.35,Canada,yes,2.0,SAVE10 ,4.0
#101181,Quinn Davis,quinn.davis878@outlook.com,03-31-2024,cancelled,"['garden', 'home']",$394.91,n/a,United States,yes,1.0,N/A,5.0
#100013,Casey Morgan,casey.morgan740@outlook.com,12/05/2022,PENDING,"['sports', 'fashion', 'kitchen']",€271.19,17.2,US,1,9.0,N/A,1.0
#100415,Quinn Davis,quinn.davis127@gmail.com,2024/05/31,returned,"['sports', 'toys']",$14.25,11.01,DE,Yes,10.0,welcome,5.0
#100273,Sam Jordan,sam.jordan103@yahoo.com,23/09/2023,canceled,"['fashion', 'garden', 'books']",$91.16,18.83,USA,FALSE,11.0,SUMMER20,4.0
#101146,Quinn Davis,quinn.davis889@gmail.com,2022-10-19,SHIPPED,['books'],$542.58,25.49,FR ,no,5.0,SAVE10 ,5.0
#100250,Sam Jordan,sam.jordan617@outlook.com,12/07/2023,shipped,"['sports', 'garden']",524.57,26.15,us,No,3.0,welcome,3.0
#100413,Sam Jordan,sam.jordan459@outlook.com,2022/02/14,Delivered,"['toys', 'books']",219.59,22.45,Australia,No,7.0,,3.0
#101339,Casey Morgan,casey.morgan963@yahoo.com,2024/01/07,DELIVERED,electronics,283.19,5.97,canada,Yes,5.0,N/A,5.0
#100310,Jordan Lee,jordan.lee302@yahoo.com,2023-06-27,,['electronics'],87.57,21.09,france,FALSE,8.0,welcome,4.0
#100069,Casey Morgan,casey.morgan577@gmail.com,02-08-2024,CANCELLED,"['home', 'electronics', 'garden']",$441.02,27.92,France,True,9.0,welcome,5.0
#100584,Casey Morgan,casey.morgan352@yahoo.com,2024-05-31,Processing,sports,$111.33,29.01,DE,1,5.0,,5.0
#100425,Casey Morgan,CaseyMorgan@,2022/12/29,delivered,"['fashion', 'garden']",$298.9,6.05,CA,False,9.0,,5.0
#101924,Morgan Walsh,morgan.walsh357@gmail.com,03/03/2024,cancelled,['sports'],167.76,16.05,AU,0,10.0,WELCOME,3.0
#101920,Sam Jordan,sam.jordan63@yahoo.com,10/04/2023,SHIPPED,"['home', 'garden', 'sports', 'electronics']",$488.16,27.27,DE,Yes,0.8289400948904045,SUMMER20,2.0
#100782,Sam Jordan,sam.jordan124@yahoo.com,2023-04-13,CANCELLED,"['kitchen', 'toys', 'books']",$303.01,3.23,United States,N,1.0,SAVE10 ,3.0
#100756,Taylor Swift,taylor.swift685@outlook.com,18/09/2023,Pending,['toys'],$238.47,7.48,USA,1,3.0,SUMMER20,2.0
#101133,Riley Chen,RileyChen@,30/05/2022,PENDING,books|fashion|toys,133.61,8.13,Germany,Y,11.0,SAVE10,4.0
#101055,Taylor Swift,taylor.swift243@gmail.com,2022-07-01,returned,"['toys', 'home']",€226.34,25.55,U.S.,0,11.0,,4.0
#101516,Casey Morgan,casey.morgan79@outlook.com,04-30-2024,,['sports'],$578.24,9.48,us,False,8.0,WELCOME,5.0
#100526,Morgan Walsh,morgan.walsh962@outlook.com,2023/02/04,DELIVERED,garden,€515.46,FREE,AU,1,1.0,SUMMER20,4.0
#100588,Sam Jordan,sam.jordan111@outlook.com,2023/06/18,Shipped,sports|home|books|kitchen,404.83,29.07,us,,11.0,welcome,5.0
#100674,Quinn Davis,quinn.davis903@yahoo.com,21/04/2024,canceled,home|books|kitchen,$237.8,3.59,france,yes,2.0,SAVE10,4.0
#100182,,jordan.lee181@yahoo.com,2022-06-22,DELIVERED,"['electronics', 'garden', 'fashion']",406.66,free,DE,False,2.0,WELCOME,2.0
#100170,,sam.jordan314@outlook.com,2023-03-02,Processing,fashion,$404.18,2.65,US,TRUE,9.0,SAVE10 ,5.0
#101992,Morgan Walsh,morgan.walsh918@outlook.com,2022-05-04,processing,['kitchen'],,9.17,FR,No,8.0,N/A,5.0
#100613,Quinn Davis,quinn.davis111@outlook.com,05/09/2022,Delivered,"garden,home,sports",$284.5,26.1,United Kingdom,No,4.0,,5.0
#101926,Morgan Walsh,morgan.walsh661@gmail.com,03-19-2024,PENDING,"['toys', 'fashion', 'books', 'sports']",$241.92,1.64,DE,1,9.0,SAVE10 ,4.0
#101692,Jordan Lee,jordan.lee844@yahoo.com,2024/04/12,DELIVERED,['fashion'],$367.43,5.25,france,No,7.0,N/A,3.0
#100039,Taylor Swift,taylor.swift735@outlook.com,07-25-2022,SHIPPED,"['electronics', 'garden', 'books', 'sports']",$335.71,6.76,United Kingdom,False,2.0,SAVE10 ,3.0
#100777,Taylor Swift,taylor.swift840@outlook.com,06/11/2023,SHIPPED,"['fashion', 'kitchen']",494.06,n/a,france,yes,11.0,welcome,4.0
#100272,Casey Morgan,,11-18-2023,Shipped,"['garden', 'fashion', 'toys']",€373.2,10.48,US,Y,8.0,SUMMER20,1.0
#101588,Casey Morgan,casey.morgan166@outlook.com,06-15-2022,shipped,"kitchen,fashion",$377.32,15.52,US,1,11.0,SUMMER20,
#100720,Jordan Lee,jordan.lee846@outlook.com,09-28-2023,Pending,['home'],146.04,7.57,france,True,11.0,SUMMER20,3.0
#100941,Taylor Swift,taylor.swift609@gmail.com,2024-03-11,,"['home', 'toys', 'books', 'garden']",$135.19,24.34,FR,1,4.0,SAVE10,5.0
#100371,Quinn Davis,quinn.davis260@yahoo.com,21/03/2024,canceled,sports|fashion|books,€383.23,23.63,FR ,,0.6635200500409746,SAVE10,6.0
#100222,Casey Morgan,,2023/04/27,Processing,"fashion,sports,home",$356.31,2.37,United Kingdom,Y,3.0,SUMMER20,3.0
#101350,Sam Jordan,sam.jordan167@yahoo.com,11/03/2023,Pending,"['garden', 'electronics', 'books', 'sports']",€315.41,28.61,Germany,False,3.0,SAVE10,5.0
#101688,Riley Chen,riley.chen268@yahoo.com,28/05/2022,Pending,"['sports', 'home']",$357.86,17.88,United Kingdom,0,4.0,,1.0
#100809,Sam Jordan,sam.jordan108@yahoo.com,12-28-2022,returned,"['books', 'home', 'sports']",477.22,27.41,US,No,0.8280558760342167,WELCOME,0.0
#100518,Riley Chen,riley.chen407@outlook.com,2023/03/14,Canceled,"['books', 'electronics', 'toys', 'garden']",401.56,8.69,FR,yes,11.0,SAVE10 ,6.0
#100334,Alex Kim,,02-07-2022,Processing,books,$379.66,19.02,FR,TRUE,9.0,,4.0
#101655,Taylor Swift,taylor.swift633@outlook.com,24/05/2023,pending,"['toys', 'sports', 'electronics']",,21.64,GB,FALSE,1.0,SAVE10 ,3.0
#101196,Sam Jordan,sam.jordan95@gmail.com,31/05/2023,DELIVERED,"['books', 'sports', 'home']",$364.69,17.9,UK,Yes,7.0,,2.0
#101561,Casey Morgan,,2022-10-26,returned,"['electronics', 'garden']",$313.65,1.95,Australia,1,1.0,,3.0
#100630,Riley Chen,riley.chen138@outlook.com,2023/10/03,Canceled,"['garden', 'books', 'electronics']",89.24,12.36,Australia,1,0.393374729590107,,1.0
#100015,Sam Jordan,sam.jordan786@outlook.com,11-20-2022,Delivered,"kitchen,toys",$542.96,19.24,United Kingdom,1,7.0,WELCOME,3.0
#100706,Alex Kim,AlexKim@,15/03/2023,cancelled,"['electronics', 'kitchen', 'sports', 'books']",$244.53,25.51,DE,0,3.0,welcome,1.0
#100024,Casey Morgan,casey.morgan441@outlook.com,01-25-2023,SHIPPED,"['toys', 'fashion', 'kitchen', 'electronics']",$550.38,27.12,USA,,5.0,SAVE10,4.0
#101578,Casey Morgan,casey.morgan824@yahoo.com,06-21-2022,processing,"fashion,sports,garden,kitchen",$319.31,20.72,Australia,FALSE,9.0,SUMMER20,2.0
#101728,Quinn Davis,quinn.davis798@yahoo.com,11-23-2022,cancelled,"['toys', 'books']",$241.89,25.61,USA,N,8.0,WELCOME,2.0
#101815,Sam Jordan,sam.jordan201@yahoo.com,04/05/2022,delivered,"['home', 'garden', 'kitchen']",,21.92,GB,FALSE,11.0,WELCOME,6.0
#100942,Jordan Lee,,09-15-2023,DELIVERED,['toys'],,0.39,USA,False,2.0,,5.0
#100465,Taylor Swift,taylor.swift671@outlook.com,29/09/2023,Pending,"kitchen,fashion,toys,home",$177.64,18.06,UK,yes,2.0,,0.0
#101668,Riley Chen,,28/11/2022,returned,"['fashion', 'books']",$75.12,16.25,FR,1,6.0,N/A,1.0
#100199,Riley Chen,,2023/09/06,processing,"['garden', 'home', 'kitchen', 'fashion']",$373.0,7.95,canada,True,9.0,,3.0
#101288,Morgan Walsh,morgan.walsh920@gmail.com,30/05/2024,returned,"['garden', 'toys', 'kitchen', 'home']",322.25,5.51,GB,Y,8.0,SAVE10 ,5.0
#101083,Jordan Lee,jordan.lee536@outlook.com,2023-07-22,Processing,"['sports', 'books']",$480.9,22.69,United Kingdom,1,9.0,SAVE10 ,5.0
#101161,Casey Morgan,casey.morgan723@yahoo.com,09-27-2022,pending,"['sports', 'toys']",$511.72,24.78,USA,1,3.0,welcome,4.0
#100953,Alex Kim,alex.kim603@outlook.com,02-16-2024,Delivered,electronics|home|sports|toys,$5.71,13.21,United States,0,7.0,SAVE10 ,1.0
#101531,Alex Kim,alex.kim144@gmail.com,2023/03/07,cancelled,"['kitchen', 'toys']",159.28,26.74,US,Yes,6.0,,3.0
#100756,Taylor Swift,taylor.swift685@outlook.com,18/09/2023,Pending,['toys'],$238.47,7.48,USA,1,3.0,SUMMER20,2.0
#101435,Alex Kim,alex.kim532@yahoo.com,2023-04-16,Processing,"['garden', 'electronics', 'books', 'sports']",$554.46,0.74,DE,No,6.0,SUMMER20,4.0
#101449,Morgan Walsh,morgan.walsh695@yahoo.com,07-21-2023,Delivered,"electronics,kitchen",€412.08,n/a,USA,Y,8.0,N/A,4.0
#101389,Casey Morgan,casey.morgan299@outlook.com,01/06/2022,Returned,home|sports|toys|garden,59.06,10.19,us,TRUE,1.0,welcome,5.0
#101265,Casey Morgan,,06-05-2024,pending,"['sports', 'books']",$86.3,24.84,U.S.,True,6.0,SAVE10 ,
#100593,Casey Morgan,,2022-06-30,cancelled,electronics,$229.54,10.93,Australia,0,11.0,,4.0
#100043,Taylor Swift,,2022/05/16,Pending,"['sports', 'toys']",$568.85,25.47,france,Y,2.0,SUMMER20,
#100274,Riley Chen,riley.chen869@gmail.com,2023-11-15,cancelled,"['books', 'toys', 'sports', 'kitchen']",,21.38,FR ,yes,1.0,,3.0
#101536,Sam Jordan,sam.jordan850@yahoo.com,2023-12-22,Delivered,"['fashion', 'sports', 'garden']",$582.71,22.44,Australia,FALSE,8.0,SUMMER20,4.0
#100101,Casey Morgan,casey.morgan776@gmail.com,2023-02-08,Processing,"['toys', 'fashion', 'home']",$75.67,NULL,CA,yes,11.0,WELCOME,4.0
#100907,Morgan Walsh,morgan.walsh572@yahoo.com,2023-11-15,delivered,"['home', 'fashion', 'books', 'electronics']",$25.56,5.99,UK,yes,1.0,WELCOME,4.0
#101831,Sam Jordan,sam.jordan269@outlook.com,2022-11-16,shipped,"['garden', 'electronics', 'sports', 'home']",40.37,19.94,Australia,,3.0,welcome,0.0
#101477,Quinn Davis,quinn.davis883@yahoo.com,2023-09-17,shipped,"['toys', 'garden']",7.45,7.85,United States,0,11.0,,5.0
#100107,Taylor Swift,taylor.swift978@yahoo.com,2023/02/17,CANCELLED,home,427.42,,CA,1,7.0,WELCOME,1.0
#101204,Jordan Lee,jordan.lee43@outlook.com,2022-12-15,,"['garden', 'books', 'toys']",$380.18,17.76,UK,,7.0,SAVE10,4.0
#100497,Jordan Lee,jordan.lee994@yahoo.com,03-15-2023,processing,"['fashion', 'toys', 'garden']",552.45,N/A,France,True,10.0,,4.0
#101677,Casey Morgan,casey.morgan463@outlook.com,2022/03/04,PENDING,"garden,electronics,kitchen",$393.54,17.31,U.S.,0,7.0,,5.0
#101864,Morgan Walsh,morgan.walsh688@yahoo.com,02/12/2023,Shipped,"['fashion', 'sports']",$555.71,14.81,UK,No,9.0,WELCOME,4.0
#100786,Jordan Lee,jordan.lee35@yahoo.com,22/07/2023,CANCELLED,"['kitchen', 'books', 'fashion']",€458.54,6.43,United Kingdom,,5.0,SAVE10,3.0
#100879,Jordan Lee,jordan.lee238@yahoo.com,06-05-2023,returned,"books,sports,garden,electronics",$361.87,28.91,FR ,False,10.0,,1.0
#101785,Morgan Walsh,morgan.walsh987@yahoo.com,2024-02-21,canceled,"garden,fashion",$526.61,11.95,DE,Yes,1.0,N/A,6.0
#101329,Casey Morgan,casey.morgan574@yahoo.com,12-06-2023,shipped,"['garden', 'electronics']",$572.57,19.16,USA,1,10.0,N/A,1.0
#101459,Quinn Davis,quinn.davis74@outlook.com,05/04/2023,cancelled,"['garden', 'kitchen', 'books', 'fashion']",$213.36,3.16,FR,No,8.0,WELCOME,4.0
#100620,Jordan Lee,jordan.lee7@gmail.com,10/08/2023,processing,"['fashion', 'kitchen', 'books', 'garden']",256.36,3.97,us,Yes,2.0,SAVE10 ,4.0
#100072,Sam Jordan,sam.jordan589@yahoo.com,12-10-2022,,"['fashion', 'toys']",$250.52,NULL,us,no,0.2644588015738235,SAVE10 ,5.0
#101807,Casey Morgan,casey.morgan55@yahoo.com,2022-10-05,Shipped,"['toys', 'garden', 'fashion', 'electronics']",€573.49,28.49,DE,0,10.0,welcome,5.0
#101244,Morgan Walsh,morgan.walsh604@yahoo.com,14/04/2023,cancelled,"['garden', 'home', 'sports']",€497.98,17.42,GB,Y,1.0,SUMMER20,
#101341,Morgan Walsh,morgan.walsh773@yahoo.com,2023/02/09,SHIPPED,sports,$391.36,,UK,0,3.0,SAVE10 ,4.0
#100862,Alex Kim,alex.kim832@yahoo.com,05-04-2022,delivered,"['books', 'toys', 'garden', 'electronics']",$218.23,11.25,United Kingdom,0,3.0,,3.0
#100481,Morgan Walsh,,28/05/2022,pending,"['toys', 'garden', 'sports']",$72.97,19.13,US,N,5.0,SAVE10,4.0
#101121,Quinn Davis,quinn.davis618@outlook.com,11-16-2023,Canceled,['books'],68.73,8.1,U.S.,Yes,6.0,SAVE10,5.0
#100506,Taylor Swift,taylor.swift577@yahoo.com,2022-10-05,Returned,"['electronics', 'fashion']",€539.7,24.28,DE,FALSE,2.0,SAVE10 ,4.0
#100704,Morgan Walsh,morgan.walsh558@gmail.com,2022-06-15,CANCELLED,"['toys', 'electronics', 'home']",$415.76,15.4,USA,True,3.0,WELCOME,5.0
#101773,Jordan Lee,jordan.lee470@outlook.com,2022/11/06,CANCELLED,"home,sports",$32.03,20.02,Germany,no,2.0,SAVE10 ,2.0
#101220,Riley Chen,riley.chen254@outlook.com,2022-11-06,Delivered,"['sports', 'electronics']",€206.46,20.88,Australia,1,11.0,N/A,4.0
#101192,Alex Kim,alex.kim327@gmail.com,11-05-2023,SHIPPED,books|toys|kitchen|garden,€457.67,29.48,DE,0,7.0,WELCOME,5.0
#101360,Sam Jordan,sam.jordan931@yahoo.com,05-23-2022,cancelled,"['toys', 'fashion', 'kitchen']",,2.98,CA,0,1.0,N/A,2.0
#101503,Riley Chen,riley.chen416@gmail.com,2022/12/19,cancelled,"['books', 'home', 'kitchen', 'electronics']",320.71,6.84,United States,0,7.0,SUMMER20,1.0
#100033,Casey Morgan,casey.morgan392@yahoo.com,2023/09/01,Delivered,"['garden', 'toys']",,N/A,AU,No,10.0,SAVE10 ,4.0
#101729,Morgan Walsh,morgan.walsh988@yahoo.com,2024-01-30,Shipped,garden|sports|kitchen,$257.93,19.52,UK,,0.8210017635736422,SUMMER20,2.0
#100405,Morgan Walsh,morgan.walsh649@yahoo.com,29/06/2022,Canceled,"['kitchen', 'books', 'electronics']",$256.12,13.85,AU,0,0.8210675042870974,,2.0
#100727,Taylor Swift,taylor.swift944@outlook.com,2023-10-01,Delivered,"['kitchen', 'home', 'fashion', 'garden']",$67.09,20.05,UK,yes,11.0,SAVE10,4.0
#101173,Morgan Walsh,morgan.walsh854@gmail.com,2023-01-19,delivered,['sports'],,6.13,us,Yes,3.0,,4.0
#100309,Casey Morgan,casey.morgan104@outlook.com,2022/09/23,cancelled,kitchen|garden|home,,10.77,U.S.,0,7.0,WELCOME,2.0
#100226,Taylor Swift,taylor.swift476@yahoo.com,02-24-2024,Processing,"['fashion', 'books', 'garden']",$126.14,21.17,FR ,,9.0,SUMMER20,1.0
#101741,Alex Kim,alex.kim116@gmail.com,2023-09-19,Delivered,"['kitchen', 'home', 'sports']",332.37,18.23,us,FALSE,2.0,,0.0
#101259,,quinn.davis515@yahoo.com,04-29-2022,shipped,"['books', 'home', 'sports']",$197.97,14.17,US,Y,5.0,welcome,4.0
#101567,Quinn Davis,quinn.davis913@yahoo.com,27/03/2023,canceled,"['electronics', 'sports']",267.85,,us,,4.0,N/A,3.0
#100861,Casey Morgan,casey.morgan429@yahoo.com,02-08-2022,Returned,['books'],€440.28,29.48,USA,yes,7.0,,5.0
#101309,Sam Jordan,,2023-06-17,Canceled,"['electronics', 'sports']",$303.43,19.11,UK,Y,11.0,welcome,3.0
#100148,Quinn Davis,quinn.davis123@yahoo.com,30/11/2022,shipped,['sports'],138.73,0.47,DE,Y,9.0,SAVE10,5.0
#101412,Sam Jordan,sam.jordan946@outlook.com,2023/11/09,PENDING,['fashion'],$361.18,27.03,France,No,5.0,WELCOME,4.0
#100743,Jordan Lee,jordan.lee872@yahoo.com,07-06-2023,returned,"garden,books,home",$156.04,19.29,france,FALSE,0.8828982543058047,SUMMER20,1.0
#101013,Sam Jordan,sam.jordan876@outlook.com,2022/10/14,shipped,electronics|fashion|books|garden,$84.96,21.6,CA,True,8.0,SAVE10,
#101446,Jordan Lee,,16/12/2022,Returned,"['garden', 'sports', 'home', 'toys']",357.27,14.85,US,True,2.0,SUMMER20,3.0
#101918,Casey Morgan,casey.morgan736@outlook.com,16/09/2022,shipped,"['kitchen', 'garden', 'books']",$587.97,4.58,FR,yes,10.0,welcome,4.0
#100575,Casey Morgan,casey.morgan149@gmail.com,01-08-2023,delivered,fashion,$40.61,7.78,FR ,0,10.0,,5.0
#100557,Quinn Davis,,2023-09-20,canceled,"['books', 'kitchen']",$513.21,24.59,USA,no,1.0,,6.0
#101429,Casey Morgan,casey.morgan656@gmail.com,2022-03-14,SHIPPED,electronics,$171.54,6.93,United Kingdom,no,2.0,,5.0
#101185,Riley Chen,riley.chen69@outlook.com,2024/01/16,DELIVERED,"kitchen,garden",$568.41,26.15,FR,N,11.0,,3.0
#101379,Casey Morgan,casey.morgan341@outlook.com,2022/11/09,Delivered,"['home', 'kitchen', 'toys', 'sports']",,,United Kingdom,N,1.0,welcome,5.0
#101340,Riley Chen,riley.chen785@gmail.com,12-06-2023,shipped,sports|kitchen|electronics|fashion,531.18,1.82,canada,,8.0,,4.0
#100651,Casey Morgan,casey.morgan579@gmail.com,01-22-2023,Returned,"['electronics', 'kitchen']",$454.14,3.61,FR ,no,7.0,SUMMER20,1.0
#100999,Alex Kim,,2022/05/06,Returned,electronics|books|sports|fashion,$422.63,n/a,AU,Yes,4.0,SUMMER20,4.0
#100286,Casey Morgan,casey.morgan46@gmail.com,2022-11-12,Delivered,"['garden', 'kitchen', 'toys']",,23.96,FR ,TRUE,5.0,N/A,4.0
#101644,Quinn Davis,quinn.davis232@outlook.com,06-06-2024,Pending,"['kitchen', 'fashion', 'home']",$15.37,4.83,FR,N,9.0,SAVE10,3.0
#101242,Casey Morgan,casey.morgan403@yahoo.com,01-24-2023,returned,"['sports', 'fashion']",154.8,7.28,Canada,0,1.0,WELCOME,4.0
#100628,,riley.chen30@yahoo.com,21/01/2024,delivered,home|sports,$324.51,0.12,Germany,Y,1.0,SAVE10 ,1.0
#100019,Alex Kim,alex.kim377@outlook.com,20/04/2024,Pending,electronics,,24.11,U.S.,FALSE,0.7946325701475676,,2.0
#101272,Casey Morgan,casey.morgan604@gmail.com,2024/03/01,returned,"['sports', 'kitchen', 'electronics', 'garden']",$41.26,14.41,CA,yes,5.0,,5.0
#100038,,quinn.davis704@outlook.com,01-12-2023,Returned,"sports,garden,books,toys",463.84,6.14,DE,1,4.0,,0.0
#101677,Casey Morgan,casey.morgan463@outlook.com,2022/03/04,PENDING,"garden,electronics,kitchen",$393.54,17.31,U.S.,0,7.0,,5.0
#101626,Sam Jordan,sam.jordan685@outlook.com,23/04/2022,,"['sports', 'kitchen']",€265.65,20.11,UK,1,10.0,SAVE10,4.0
#101067,Riley Chen,riley.chen893@gmail.com,2023-06-05,returned,books|sports|garden,62.63,28.84,CA,Y,11.0,,0.0
#101580,Taylor Swift,taylor.swift294@outlook.com,2024/03/27,DELIVERED,"['kitchen', 'home', 'garden']",$160.44,7.57,United States,yes,4.0,SAVE10,2.0
#101989,,jordan.lee149@outlook.com,2023/09/28,,['electronics'],$199.74,3.35,United Kingdom,FALSE,3.0,,3.0
#100943,Jordan Lee,JordanLee@,2022/12/05,shipped,"['books', 'electronics', 'sports', 'toys']",$188.41,None,canada,0,6.0,,3.0
#100909,Casey Morgan,,21/05/2023,canceled,"['kitchen', 'fashion', 'books']",$41.82,15.79,us,0,9.0,welcome,5.0
#101234,Riley Chen,riley.chen349@yahoo.com,2023/04/28,canceled,['electronics'],$215.76,6.74,CA,Y,7.0,,2.0
#101448,Morgan Walsh,morgan.walsh718@outlook.com,02/04/2023,CANCELLED,home|toys|kitchen,228.73,21.02,FR ,True,11.0,SUMMER20,2.0
#100609,Alex Kim,AlexKim@,31/10/2022,canceled,"toys,fashion,garden,kitchen",$216.84,23.94,Germany,0,9.0,,4.0
#101890,Taylor Swift,taylor.swift774@gmail.com,14/04/2023,processing,['sports'],$501.39,7.52,US,1,8.0,SAVE10,1.0
#101112,Alex Kim,alex.kim159@outlook.com,22/10/2023,pending,"['home', 'electronics']",$403.92,25.15,UK,0,11.0,,2.0
#101488,Casey Morgan,casey.morgan765@yahoo.com,02/01/2023,Shipped,"['home', 'sports', 'electronics', 'toys']",575.88,3.37,Australia,False,2.0,SAVE10,4.0
#101041,Alex Kim,alex.kim836@yahoo.com,18/04/2024,pending,"fashion,toys",504.89,18.39,FR ,Yes,7.0,N/A,5.0
#100493,Taylor Swift,TaylorSwift@,2022/04/15,Processing,"toys,garden",,5.66,Germany,yes,10.0,WELCOME,1.0
#101352,Taylor Swift,taylor.swift928@yahoo.com,2023/06/03,Delivered,"['kitchen', 'fashion', 'sports']",$198.34,25.49,AU,yes,1.0,welcome,1.0
#100277,Riley Chen,riley.chen934@yahoo.com,13/01/2022,DELIVERED,"['home', 'fashion', 'kitchen']",€129.56,24.05,FR,1,9.0,welcome,4.0
#101963,Casey Morgan,casey.morgan481@yahoo.com,20/10/2023,,['fashion'],€55.79,12.38,United Kingdom,,1.0,SAVE10,4.0
#100358,Casey Morgan,casey.morgan429@yahoo.com,2024-02-23,Canceled,"home,fashion,electronics,toys",€388.4,FREE,us,0,0.07496649279747174,SUMMER20,2.0
#101298,Sam Jordan,sam.jordan217@yahoo.com,2023/12/24,Processing,"['toys', 'books', 'home']",,22.11,FR,Yes,3.0,SUMMER20,4.0
#100236,Casey Morgan,casey.morgan919@outlook.com,2023/09/28,pending,"['electronics', 'sports', 'fashion', 'kitchen']",$35.14,24.0,FR ,Y,8.0,SAVE10,4.0
#100551,Alex Kim,alex.kim491@yahoo.com,2023-09-26,returned,"books,fashion,home",$217.68,6.0,France,TRUE,1.0,SAVE10 ,3.0
#101916,Alex Kim,alex.kim464@gmail.com,2024/01/24,Canceled,"['electronics', 'toys']",$40.81,22.05,GB,FALSE,10.0,SAVE10 ,3.0
