order_id,order_date,region,product_category,product_name,sales_rep,quantity,unit_price,discount_pct,total_amount,customer_rating
ORD-10241,2024-04-26,Midwest,Beauty,Hair Serum,Emily Carter,10,438.75,0.05,4168.12,1.2
ORD-10242,2025-08-10,West,Home & Garden,Door Mat,Kevin Sanchez,18,250.33,0.15,3830.05,3.1
ORD-10243,2025-01-06,West,Toys,Stuffed Animal,Charles Perez,5,153.44,0,767.2,4.4
ORD-10244,2024-05-03,Southwest,Books,Machine Learning Guide,Sandra Moore,15,457.8,0.2,5493.6,1.5
ORD-10245,2024-07-10,Midwest,Sports,Foam Roller,Brenda Williams,7,168.48,0,1179.36,3.1
ORD-10246,2022-05-30,Southeast,Sports,Yoga Mat,Kevin Sanchez,9,191.7,0,1725.3,4.0
ORD-10247,2023-09-13,Northeast,Sports,Running Belt,Mark Smith,7,435.39,0.15,2590.57,4.7
ORD-10248,2024-03-23,Southeast,Clothing,Leather Belt,Gary Hernandez,8,349.34,0.05,2654.98,2.3
ORD-10249,2023-09-24,Midwest,Books,AI Ethics,Kimberly Wright,15,269.16,0.15,3431.79,3.1
ORD-10250,2023-10-18,Southeast,Food & Beverage,Dark Chocolate,Kimberly Wright,4,402.39,0.25,1207.17,2.3
ORD-10251,2023-08-28,Southeast,Electronics,Laptop Stand,Mark Smith,5,13.03,0.2,52.12,2.3
ORD-10252,2023-06-12,West,Toys,Action Figure,Linda Lee,16,277.57,0.15,3774.95,3.6
ORD-10253,2022-12-13,Southeast,Food & Beverage,Dark Chocolate,Linda Lee,6,367.72,0.15,1875.37,3.2
ORD-10254,2025-09-30,Northeast,Home & Garden,Ceramic Planter,Stephanie Wilson,17,21.74,0,369.58,1.0
ORD-10255,2023-03-24,Southwest,Home & Garden,Kitchen Scale,Matthew Williams,3,355.05,0,1065.15,2.5
ORD-10256,2022-01-25,Northeast,Food & Beverage,Dark Chocolate,Sandra Moore,1,8.27,0.2,6.62,3.9
ORD-10257,2023-01-03,Northeast,Books,Python Cookbook,Mark Young,17,407.51,0.2,5542.14,1.4
ORD-10258,2023-12-27,Midwest,Home & Garden,Kitchen Scale,Kevin Sanchez,7,311.79,0.1,1964.28,2.6
ORD-10259,2023-09-07,Northeast,Beauty,Nail Polish Set,Lisa Hernandez,15,284.68,0.05,4056.69,5.0
ORD-10260,2022-04-25,Northeast,Electronics,Bluetooth Speaker,Mark Roberts,13,192.74,0.25,1879.21,1.7
ORD-10261,2024-12-17,Northeast,Food & Beverage,Granola,Charles Perez,11,285.1,0,3136.1,1.8
ORD-10262,2025-01-17,Southwest,Food & Beverage,Olive Oil,Cynthia Green,2,462.46,0.1,832.43,1.1
ORD-10263,2022-06-07,Midwest,Beauty,Face Moisturizer,Betty Clark,7,295.58,0.2,1655.25,3.3
ORD-10264,2025-11-12,Northeast,Toys,Card Game,Sandra Moore,13,379.03,0,4927.39,4.0
ORD-10265,2023-11-29,Southwest,Beauty,Face Moisturizer,Stephanie Wilson,4,221.36,0,885.44,3.5
ORD-10266,2024-10-01,Southeast,Toys,Card Game,Kimberly Wright,1,318.89,0.25,239.17,3.2
ORD-10267,2022-06-25,Southwest,Toys,Stuffed Animal,Amanda Harris,6,341.45,0.2,1638.96,4.2
ORD-10268,2024-03-08,Midwest,Clothing,Denim Jeans,Kimberly Wright,9,81.34,0,732.06,1.4
ORD-10269,2022-07-29,Southeast,Electronics,Webcam,Brenda Williams,15,183.16,0.1,2472.66,1.7
ORD-10270,2025-02-09,Northeast,Food & Beverage,Granola,Andrew Hill,4,18.0,0.15,61.2,3.4
ORD-10271,2022-06-23,Southwest,Beauty,Nail Polish Set,Ryan White,1,149.46,0.2,119.57,5.0
ORD-10272,2023-09-09,Midwest,Sports,Water Bottle,Sandra Garcia,13,88.9,0.1,1040.13,1.6
ORD-10273,2022-06-07,Midwest,Home & Garden,Door Mat,Emily Carter,9,213.45,0.25,1440.79,4.8
ORD-10274,2022-01-14,West,Food & Beverage,Trail Mix,Richard Hill,15,57.95,0.1,782.33,4.4
ORD-10275,2023-09-08,Midwest,Toys,Card Game,Andrew Hill,15,170.69,0,2560.35,4.8
ORD-10276,2023-10-16,Midwest,Sports,Running Belt,Linda Lee,11,92.93,0.2,817.78,3.8
ORD-10277,2024-01-18,Northeast,Food & Beverage,Trail Mix,Mark Young,11,191.15,0.2,1682.12,3.3
ORD-10278,2024-06-16,Midwest,Home & Garden,Ceramic Planter,Gary Rodriguez,15,471.77,0.05,6722.72,3.8
ORD-10279,2023-06-02,Southeast,Toys,Remote Car,Mark Roberts,5,318.5,0.05,1512.88,2.7
ORD-10280,2025-04-07,West,Toys,Board Game,Gary Hernandez,15,495.4,0.25,5573.25,3.0
ORD-10281,2022-08-12,Southeast,Toys,Building Blocks,Cynthia Green,12,352.31,0,4227.72,3.7
ORD-10282,2023-11-11,West,Home & Garden,Ceramic Planter,Patricia Anderson,19,491.89,0.2,7476.73,1.0
ORD-10283,2024-07-01,Midwest,Books,Statistics Primer,Jessica Scott,17,374.69,0.05,6051.24,2.9
ORD-10284,2024-05-01,Northeast,Home & Garden,Scented Candle,Patricia Anderson,1,243.97,0.1,219.57,4.3
ORD-10285,2024-12-03,West,Home & Garden,Scented Candle,Kimberly Wright,10,174.82,0.05,1660.79,2.9
ORD-10286,2025-12-26,Northeast,Food & Beverage,Dark Chocolate,Joseph Thomas,11,38.25,0,420.75,4.4
ORD-10287,2023-11-09,Southwest,Clothing,Running Shoes,Donna Torres,8,260.42,0,2083.36,4.8
ORD-10288,2024-03-21,Northeast,Sports,Cycling Gloves,Linda Lee,6,97.26,0.2,466.85,3.5
ORD-10289,2025-12-14,Southeast,Sports,Running Belt,Mark Smith,19,217.63,0,4134.97,2.1
ORD-10290,2023-02-08,West,Clothing,Denim Jeans,Patricia Anderson,18,97.55,0.15,1492.51,2.0
ORD-10291,2025-04-17,Northeast,Food & Beverage,Honey Jar,Kimberly Wright,20,197.38,0.2,3158.08,2.4
ORD-10292,2025-10-08,Southeast,Food & Beverage,Protein Bars,Richard Hill,10,459.75,0,4597.5,1.5
ORD-10293,2024-11-12,West,Books,Data Science Handbook,Donna Torres,6,189.79,0,1138.74,3.4
ORD-10294,2025-02-10,Southeast,Toys,Stuffed Animal,Sandra Garcia,6,245.9,0,1475.4,2.2
ORD-10295,2022-01-20,West,Home & Garden,Scented Candle,Jonathan Scott,15,311.61,0.15,3973.03,1.8
ORD-10296,2025-12-25,West,Toys,Remote Car,Sandra Garcia,14,343.92,0.2,3851.9,1.7
ORD-10297,2025-01-06,Midwest,Electronics,Laptop Stand,Betty Clark,10,21.18,0.05,201.21,4.1
ORD-10298,2025-01-15,Northeast,Food & Beverage,Green Tea Pack,Stephanie Wilson,19,61.53,0.15,993.71,3.9
ORD-10299,2023-09-02,Northeast,Sports,Cycling Gloves,Matthew Williams,4,369.31,0.05,1403.38,2.1
ORD-10300,2023-03-06,Southwest,Clothing,Leather Belt,Mark Roberts,4,388.94,0.05,1477.97,2.4
ORD-10301,2023-02-28,Northeast,Toys,Puzzle Set,Melissa Nelson,20,73.92,0.05,1404.48,2.4
ORD-10302,2023-08-16,Southwest,Books,Machine Learning Guide,Emily Carter,11,489.61,0.1,4847.14,4.8
ORD-10303,2025-09-05,Southeast,Clothing,Running Shoes,Mark Roberts,14,459.79,0.1,5793.35,4.5
ORD-10304,2024-09-29,Southeast,Sports,Water Bottle,Melissa Nelson,11,415.1,0.2,3652.88,3.5
ORD-10305,2024-04-05,Southwest,Toys,Stuffed Animal,Linda Lee,15,42.38,0,635.7,2.1
ORD-10306,2022-07-10,West,Beauty,Makeup Brush Kit,Lisa Hernandez,16,167.01,0,2672.16,3.7
ORD-10307,2023-03-10,West,Beauty,Lip Balm Set,Emily Carter,18,201.87,0.2,2906.93,2.3
ORD-10308,2023-12-05,Northeast,Books,Business Analytics,Mark Baker,18,291.08,0.25,3929.58,1.4
ORD-10309,2024-06-22,West,Food & Beverage,Organic Coffee,Joseph Thomas,4,465.07,0,1860.28,5.0
ORD-10310,2022-11-22,Midwest,Toys,Action Figure,Brenda Williams,5,441.66,0.1,1987.47,3.6
ORD-10311,2022-04-17,West,Books,Data Science Handbook,Lisa Hernandez,12,333.93,0,4007.16,2.2
ORD-10312,2023-03-14,West,Sports,Cycling Gloves,Brenda Williams,3,353.33,0,1059.99,1.5
ORD-10313,2022-09-04,West,Sports,Running Belt,Mark Roberts,1,8.99,0.15,7.64,1.5
ORD-10314,2022-07-31,Midwest,Clothing,Winter Jacket,Kimberly Wright,13,49.22,0,639.86,4.5
ORD-10315,2022-05-21,Southwest,Home & Garden,Door Mat,Melissa Nelson,5,322.58,0,1612.9,1.0
ORD-10316,2024-04-23,Southwest,Home & Garden,Shelf Organizer,Cynthia Green,12,362.6,0,4351.2,2.8
ORD-10317,2025-04-22,West,Sports,Resistance Bands,Kimberly Wright,4,74.31,0,297.24,4.9
ORD-10318,2023-05-24,Southwest,Beauty,Sunscreen SPF50,Andrew Hill,8,142.1,0,1136.8,3.4
ORD-10319,2024-03-13,Midwest,Books,Python Cookbook,Lisa Hernandez,10,106.7,0.05,1013.65,1.2
ORD-10320,2025-07-30,Southwest,Sports,Running Belt,Brenda Williams,13,60.81,0.25,592.9,3.1
ORD-10321,2024-01-19,Southwest,Electronics,Smart Watch,Cynthia Green,11,70.33,0.2,618.9,1.7
ORD-10322,2023-06-21,Southeast,Food & Beverage,Green Tea Pack,Mark Baker,1,295.74,0,295.74,4.7
ORD-10323,2025-12-08,West,Toys,Art Supply Kit,Brenda Williams,17,384.72,0.2,5232.19,3.6
ORD-10324,2022-11-15,Southwest,Home & Garden,Wall Clock,Richard Hill,3,158.4,0.05,451.44,2.6
ORD-10325,2022-04-29,Southeast,Clothing,Casual Sneakers,Brenda Williams,14,366.33,0.05,4872.19,4.7
ORD-10326,2025-09-26,Southeast,Clothing,Leather Belt,Patricia Anderson,20,306.37,0.1,5514.66,1.1
ORD-10327,2024-12-07,Southwest,Home & Garden,Ceramic Planter,Kevin Sanchez,6,250.72,0.15,1278.67,4.3
ORD-10328,2022-08-30,Northeast,Books,Machine Learning Guide,Richard Hill,12,67.83,0.1,732.56,4.2
ORD-10329,2024-10-13,West,Books,Data Science Handbook,Sandra Moore,9,357.6,0,3218.4,2.4
ORD-10330,2025-03-21,Northeast,Food & Beverage,Protein Bars,Charles Perez,12,82.87,0,994.44,4.0
ORD-10331,2024-01-16,West,Electronics,Wireless Headphones,Mark Young,1,126.05,0.25,94.54,1.6
ORD-10332,2023-10-18,Midwest,Electronics,Phone Case,Gary Rodriguez,8,164.29,0.2,1051.46,1.3
ORD-10333,2023-01-03,Southeast,Beauty,Lip Balm Set,Kevin Sanchez,17,338.3,0,5751.1,3.1
ORD-10334,2023-09-29,Midwest,Electronics,Phone Case,Brenda Williams,3,439.11,0.1,1185.6,3.2
ORD-10335,2025-06-29,Southeast,Electronics,Smart Watch,Matthew Williams,7,149.34,0.1,940.84,2.5
ORD-10336,2022-11-05,Northeast,Food & Beverage,Trail Mix,Mark Young,18,381.44,0.05,6522.62,2.6
ORD-10337,2025-09-08,West,Sports,Tennis Balls,Ashley Taylor,1,475.74,0,475.74,4.0
ORD-10338,2024-05-09,West,Books,Data Science Handbook,Mark Baker,7,267.26,0.05,1777.28,4.9
ORD-10339,2024-11-30,West,Home & Garden,Wall Clock,Mark Roberts,3,26.73,0.05,76.18,4.6
ORD-10340,2025-07-29,West,Food & Beverage,Green Tea Pack,Brenda Williams,19,52.31,0,993.89,3.4
ORD-10341,2023-10-08,West,Electronics,Phone Case,Mark Roberts,5,122.2,0.1,549.9,4.3
ORD-10342,2023-02-20,Southeast,Beauty,Body Lotion,Stephanie Wilson,15,139.62,0,2094.3,4.1
ORD-10343,2023-10-06,West,Clothing,Running Shoes,Patricia Anderson,4,86.37,0.25,259.11,3.1
ORD-10344,2022-07-05,Southeast,Sports,Running Belt,Kevin Sanchez,10,234.36,0,2343.6,3.7
ORD-10345,2023-12-30,West,Electronics,Laptop Stand,Sandra Moore,11,78.42,0.05,819.49,1.2
ORD-10346,2024-07-15,Southwest,Books,SQL Mastery,Linda Lee,6,20.39,0.2,97.87,3.2
ORD-10347,2022-09-06,Northeast,Clothing,Leather Belt,Mark Baker,4,402.93,0,1611.72,4.3
ORD-10348,2025-11-06,Northeast,Sports,Water Bottle,Melissa Nelson,7,412.72,0.15,2455.68,3.3
ORD-10349,2022-09-21,Northeast,Clothing,Cotton T-Shirt,Ryan White,3,102.89,0.25,231.5,4.4
ORD-10350,2022-12-11,Southwest,Beauty,Lip Balm Set,Donna Torres,2,471.43,0,942.86,4.3
ORD-10351,2022-12-20,Midwest,Toys,Remote Car,Mark Smith,1,194.45,0.2,155.56,4.6
ORD-10352,2025-06-11,Southwest,Books,SQL Mastery,Andrew Hill,15,442.29,0,6634.35,2.0
ORD-10353,2022-05-05,Northeast,Books,Deep Learning Intro,Emily Carter,14,441.98,0.25,4640.79,2.5
ORD-10354,2024-02-23,Midwest,Toys,Action Figure,Sandra Garcia,17,128.33,0,2181.61,3.2
ORD-10355,2023-07-08,Southeast,Food & Beverage,Honey Jar,Joseph Thomas,19,253.68,0.2,3855.94,2.3
ORD-10356,2024-12-20,Midwest,Sports,Yoga Mat,Stephanie Wilson,9,34.0,0.25,229.5,3.3
ORD-10357,2023-06-30,Southwest,Sports,Water Bottle,Gary Rodriguez,4,127.69,0.05,485.22,4.2
ORD-10358,2023-12-28,Southeast,Electronics,Laptop Stand,Betty Clark,19,424.02,0.2,6445.1,1.9
ORD-10359,2025-03-08,Southwest,Beauty,Body Lotion,Jonathan Scott,19,18.96,0.15,306.2,3.3
ORD-10360,2022-03-19,Northeast,Sports,Running Belt,Mark Baker,18,157.98,0.25,2132.73,1.9
ORD-10361,2025-06-11,Southeast,Sports,Yoga Mat,Kevin Sanchez,17,241.6,0.15,3491.12,1.5
ORD-10362,2022-08-16,Southwest,Home & Garden,Scented Candle,Ashley Taylor,2,15.85,0,31.7,2.5
ORD-10363,2023-09-11,Midwest,Clothing,Wool Sweater,Jonathan Scott,13,295.08,0.15,3260.63,4.9
ORD-10364,2023-04-03,Southwest,Toys,Remote Car,Gary Rodriguez,11,91.23,0.15,853.0,1.7
ORD-10365,2025-12-08,Southwest,Books,SQL Mastery,Jessica Scott,5,92.97,0,464.85,4.4
ORD-10366,2025-08-02,Southwest,Electronics,USB-C Hub,Patricia Anderson,20,162.52,0.05,3087.88,4.7
ORD-10367,2022-12-10,Northeast,Home & Garden,Scented Candle,Gary Rodriguez,3,122.81,0.15,313.17,3.8
ORD-10368,2025-11-20,Northeast,Beauty,Makeup Brush Kit,Kimberly Wright,1,136.28,0.05,129.47,2.0
ORD-10369,2022-12-07,West,Clothing,Cotton T-Shirt,Sandra Garcia,2,196.04,0.2,313.66,4.5
ORD-10370,2022-11-30,West,Beauty,Nail Polish Set,Brenda Williams,4,415.26,0.05,1577.99,4.2
ORD-10371,2022-06-01,Midwest,Electronics,Webcam,Betty Clark,1,162.76,0,162.76,4.6
ORD-10372,2023-11-24,Southwest,Home & Garden,LED Desk Lamp,Andrew Hill,18,471.21,0,8481.78,4.6
ORD-10373,2022-11-18,Northeast,Electronics,Phone Case,Patricia Anderson,6,305.62,0.2,1466.98,2.3
ORD-10374,2025-09-14,Midwest,Sports,Cycling Gloves,Amanda Harris,18,362.41,0.1,5871.04,2.0
ORD-10375,2022-11-11,Northeast,Electronics,Phone Case,Kimberly Wright,19,277.08,0.25,3948.39,1.0
ORD-10376,2022-02-22,Southeast,Clothing,Casual Sneakers,Betty Clark,20,242.76,0,4855.2,3.6
ORD-10377,2024-08-22,West,Clothing,Leather Belt,Ryan White,4,157.63,0.2,504.42,3.6
ORD-10378,2024-01-27,Southeast,Clothing,Silk Scarf,Matthew Williams,6,188.66,0.2,905.57,1.2
ORD-10379,2025-03-01,Northeast,Food & Beverage,Dark Chocolate,Jonathan Scott,9,116.99,0.1,947.62,4.0
ORD-10380,2025-04-22,Southeast,Clothing,Denim Jeans,Gary Hernandez,12,405.05,0.2,3888.48,1.2
ORD-10381,2025-03-18,Southeast,Toys,Stuffed Animal,Sandra Garcia,18,345.1,0.25,4658.85,2.2
ORD-10382,2022-09-04,West,Toys,Building Blocks,Betty Clark,17,287.75,0,4891.75,4.8
ORD-10383,2022-06-10,West,Home & Garden,Kitchen Scale,Mark Smith,7,67.46,0.2,377.78,5.0
ORD-10384,2022-06-28,West,Home & Garden,Wall Clock,Gary Hernandez,11,455.85,0,5014.35,2.6
ORD-10385,2025-12-05,Southwest,Beauty,Eye Cream,Melissa Nelson,17,231.79,0,3940.43,3.1
ORD-10386,2022-08-05,Southwest,Toys,Board Game,Stephanie Wilson,14,79.07,0,1106.98,1.4
ORD-10387,2025-03-17,Southwest,Books,Business Analytics,Sandra Garcia,14,135.75,0.25,1425.38,1.1
ORD-10388,2022-03-21,West,Books,AI Ethics,Ryan White,5,311.03,0.2,1244.12,4.5
ORD-10389,2022-02-11,Midwest,Sports,Yoga Mat,Gary Rodriguez,16,460.81,0.15,6267.02,4.2
ORD-10390,2023-04-12,Southeast,Books,SQL Mastery,Amanda Harris,16,429.83,0,6877.28,4.9
ORD-10391,2023-01-20,West,Food & Beverage,Honey Jar,Mark Smith,9,365.76,0,3291.84,4.7
ORD-10392,2024-11-21,Southeast,Toys,Remote Car,Brenda Williams,17,434.26,0,7382.42,2.2
ORD-10393,2022-12-22,Southeast,Toys,Puzzle Set,Ryan White,17,440.27,0,7484.59,4.3
ORD-10394,2025-12-14,Southeast,Electronics,Laptop Stand,Emily Carter,2,230.94,0.15,392.6,2.5
ORD-10395,2024-02-02,West,Food & Beverage,Granola,Andrew Hill,4,342.18,0.05,1300.28,2.8
ORD-10396,2025-11-11,Northeast,Food & Beverage,Honey Jar,Amanda Harris,12,85.94,0.1,928.15,1.1
ORD-10397,2023-03-30,Southeast,Electronics,USB-C Hub,Cynthia Green,19,391.02,0.05,7057.91,1.8
ORD-10398,2025-08-18,Southeast,Toys,Building Blocks,Andrew Hill,1,239.68,0,239.68,4.2
ORD-10399,2025-12-30,Midwest,Sports,Foam Roller,Donna Torres,20,403.52,0.1,7263.36,4.6
ORD-10400,2025-10-18,Southwest,Beauty,Makeup Brush Kit,Gary Rodriguez,9,113.01,0.1,915.38,3.5
ORD-10401,2025-02-23,Southwest,Clothing,Cotton T-Shirt,Andrew Hill,17,499.72,0.15,7220.95,2.1
ORD-10402,2025-08-04,Midwest,Clothing,Leather Belt,Ashley Taylor,3,171.46,0.1,462.94,2.1
ORD-10403,2022-04-27,Southwest,Books,Statistics Primer,Jessica Scott,5,261.06,0.05,1240.03,3.6
ORD-10404,2024-05-07,West,Home & Garden,Ceramic Planter,Jessica Scott,16,498.75,0.1,7182.0,3.9
ORD-10405,2025-10-07,Midwest,Sports,Tennis Balls,Sandra Moore,8,344.73,0.25,2068.38,2.2
ORD-10406,2023-06-14,Southwest,Home & Garden,Throw Pillow,Stephanie Wilson,10,53.31,0,533.1,4.7
ORD-10407,2024-05-11,Midwest,Beauty,Lip Balm Set,Kimberly Wright,8,180.87,0.1,1302.26,2.0
ORD-10408,2024-08-25,Southeast,Books,Deep Learning Intro,Sandra Moore,4,237.92,0,951.68,1.5
ORD-10409,2022-10-09,Southeast,Toys,Art Supply Kit,Richard Hill,14,31.76,0,444.64,2.6
ORD-10410,2022-06-15,West,Food & Beverage,Protein Bars,Richard Hill,11,431.89,0,4750.79,3.5
ORD-10411,2023-03-05,Southeast,Home & Garden,Scented Candle,Melissa Nelson,2,7.33,0.1,13.19,4.1
ORD-10412,2024-04-06,West,Food & Beverage,Green Tea Pack,Sandra Garcia,5,309.17,0.2,1236.68,2.5
ORD-10413,2024-12-23,Southeast,Electronics,Laptop Stand,Joseph Thomas,12,475.28,0.15,4847.86,3.7
ORD-10414,2024-02-25,Southwest,Sports,Jump Rope,Melissa Nelson,12,159.49,0,1913.88,2.2
ORD-10415,2024-12-01,Southwest,Clothing,Cotton T-Shirt,Sandra Moore,10,474.49,0.25,3558.67,2.4
ORD-10416,2022-12-04,West,Home & Garden,Scented Candle,Joseph Thomas,16,182.83,0.05,2779.02,1.9
ORD-10417,2022-09-10,Midwest,Home & Garden,Kitchen Scale,Mark Roberts,1,296.9,0,296.9,3.6
ORD-10418,2025-05-01,Northeast,Electronics,Phone Case,Cynthia Green,9,386.77,0,3480.93,1.4
ORD-10419,2022-09-11,Southwest,Electronics,Wireless Headphones,Emily Carter,4,211.3,0.2,676.16,2.9
ORD-10420,2025-09-18,Southwest,Home & Garden,Kitchen Scale,Emily Carter,1,154.05,0,154.05,3.5
ORD-10421,2023-08-02,Northeast,Home & Garden,Door Mat,Kevin Sanchez,4,258.23,0,1032.92,1.4
ORD-10422,2024-01-04,West,Sports,Jump Rope,Amanda Harris,9,416.59,0.05,3561.84,1.6
ORD-10423,2022-01-27,Northeast,Food & Beverage,Trail Mix,Mark Young,16,168.65,0,2698.4,1.4
ORD-10424,2022-07-27,Midwest,Food & Beverage,Protein Bars,Lisa Hernandez,3,390.87,0,1172.61,1.9
ORD-10425,2022-03-22,Midwest,Books,SQL Mastery,Kimberly Wright,15,29.79,0,446.85,4.2
ORD-10426,2022-01-20,Southeast,Beauty,Nail Polish Set,Cynthia Green,4,52.02,0,208.08,3.6
ORD-10427,2022-07-10,Midwest,Beauty,Body Lotion,Gary Rodriguez,15,477.77,0.1,6449.89,2.4
ORD-10428,2024-02-29,West,Clothing,Silk Scarf,Kevin Sanchez,13,481.34,0.1,5631.68,2.7
ORD-10429,2022-11-23,Northeast,Home & Garden,LED Desk Lamp,Donna Torres,5,349.6,0,1748.0,4.6
ORD-10430,2025-06-06,Northeast,Food & Beverage,Dark Chocolate,Ashley Taylor,6,307.6,0.15,1568.76,3.7
ORD-10431,2024-06-21,Northeast,Home & Garden,Shelf Organizer,Brenda Williams,16,60.9,0.2,779.52,2.0
ORD-10432,2025-10-03,Midwest,Beauty,Face Moisturizer,Sandra Moore,17,384.93,0.05,6216.62,3.1
ORD-10433,2022-11-01,Southwest,Clothing,Silk Scarf,Ryan White,8,243.56,0.2,1558.78,5.0
ORD-10434,2024-10-12,Southeast,Electronics,Wireless Headphones,Brenda Williams,6,255.26,0.25,1148.67,4.0
ORD-10435,2024-11-04,Southeast,Beauty,Hair Serum,Gary Hernandez,11,485.22,0,5337.42,3.6
ORD-10436,2022-06-30,West,Toys,Action Figure,Matthew Williams,3,232.25,0.25,522.56,2.3
ORD-10437,2025-02-15,Southwest,Food & Beverage,Organic Coffee,Joseph Thomas,4,204.7,0,818.8,4.3
ORD-10438,2022-04-22,Southeast,Books,Statistics Primer,Ashley Taylor,15,475.43,0.15,6061.73,2.8
ORD-10439,2022-01-05,Midwest,Food & Beverage,Honey Jar,Kimberly Wright,15,61.44,0.05,875.52,4.3
ORD-10440,2024-10-05,Southeast,Books,Business Analytics,Gary Rodriguez,4,27.66,0,110.64,3.9
ORD-10441,2022-09-05,West,Toys,Board Game,Mark Smith,9,307.37,0.05,2628.01,2.8
ORD-10442,2025-07-20,Southwest,Sports,Tennis Balls,Patricia Anderson,4,379.79,0,1519.16,4.1
ORD-10443,2024-10-18,Northeast,Food & Beverage,Dark Chocolate,Sandra Moore,19,478.31,0,9087.89,3.9
ORD-10444,2025-11-17,Southwest,Toys,Remote Car,Betty Clark,17,391.64,0,6657.88,3.9
ORD-10445,2024-10-29,West,Home & Garden,LED Desk Lamp,Donna Torres,13,330.47,0.15,3651.69,4.9
ORD-10446,2024-07-16,Southeast,Sports,Foam Roller,Jonathan Scott,13,481.98,0.1,5639.17,2.7
ORD-10447,2023-03-06,Southwest,Books,Business Analytics,Mark Roberts,18,318.13,0.05,5440.02,2.2
ORD-10448,2025-12-25,Northeast,Beauty,Sunscreen SPF50,Stephanie Wilson,6,254.43,0.15,1297.59,2.4
ORD-10449,2022-01-27,Southwest,Food & Beverage,Granola,Patricia Anderson,18,146.53,0.2,2110.03,1.1
ORD-10450,2023-08-10,Midwest,Home & Garden,Ceramic Planter,Jonathan Scott,2,103.95,0,207.9,4.4
ORD-10451,2022-07-29,Southwest,Books,Statistics Primer,Ashley Taylor,18,20.99,0.25,283.37,3.7
ORD-10452,2025-11-20,Northeast,Sports,Cycling Gloves,Mark Young,8,257.91,0.1,1856.95,2.5
ORD-10453,2023-02-20,Southwest,Toys,Card Game,Ashley Taylor,18,31.63,0.1,512.41,4.1
ORD-10454,2023-02-01,Midwest,Food & Beverage,Trail Mix,Matthew Williams,12,378.78,0.05,4318.09,1.7
ORD-10455,2024-02-12,Northeast,Clothing,Running Shoes,Donna Torres,6,368.86,0,2213.16,2.1
ORD-10456,2022-01-12,Midwest,Books,Machine Learning Guide,Matthew Williams,6,294.07,0.1,1587.98,3.8
ORD-10457,2025-07-04,Southwest,Home & Garden,Ceramic Planter,Gary Rodriguez,5,464.67,0,2323.35,3.6
ORD-10458,2024-12-12,Southeast,Food & Beverage,Honey Jar,Betty Clark,3,393.1,0.15,1002.41,3.1
ORD-10459,2023-12-17,Southeast,Home & Garden,Door Mat,Ryan White,18,270.83,0,4874.94,1.9
ORD-10460,2025-02-23,Northeast,Beauty,Body Lotion,Patricia Anderson,12,150.32,0.25,1352.88,3.7
ORD-10461,2022-03-23,Midwest,Food & Beverage,Trail Mix,Jessica Scott,20,459.71,0.05,8734.49,4.7
ORD-10462,2022-02-20,Southwest,Clothing,Silk Scarf,Gary Rodriguez,9,272.42,0.1,2206.6,4.1
ORD-10463,2023-10-19,Southwest,Food & Beverage,Dark Chocolate,Brenda Williams,2,151.73,0.05,288.29,4.8
ORD-10464,2025-11-04,West,Home & Garden,Ceramic Planter,Gary Rodriguez,3,109.34,0.05,311.62,1.4
ORD-10465,2022-03-19,Northeast,Toys,Board Game,Brenda Williams,5,16.76,0.15,71.23,1.2
ORD-10466,2024-04-14,West,Books,Data Science Handbook,Matthew Williams,19,411.7,0.1,7040.07,3.5
ORD-10467,2024-12-31,Northeast,Toys,Card Game,Lisa Hernandez,1,197.8,0,197.8,3.9
ORD-10468,2023-08-17,Midwest,Clothing,Cotton T-Shirt,Andrew Hill,3,182.06,0,546.18,1.3
ORD-10469,2024-08-28,Southeast,Food & Beverage,Granola,Gary Hernandez,13,411.95,0,5355.35,1.9
ORD-10470,2022-01-23,Southwest,Toys,Art Supply Kit,Ashley Taylor,5,152.54,0.15,648.29,3.2
ORD-10471,2025-01-05,Southwest,Clothing,Cotton T-Shirt,Brenda Williams,1,288.5,0.2,230.8,2.2
ORD-10472,2022-11-26,Southeast,Beauty,Hair Serum,Charles Perez,14,453.29,0,6346.06,3.5
ORD-10473,2025-01-29,West,Books,Statistics Primer,Lisa Hernandez,4,94.77,0,379.08,3.2
ORD-10474,2023-11-09,Midwest,Books,Data Science Handbook,Jonathan Scott,9,53.61,0.25,361.87,3.7
ORD-10475,2023-10-13,West,Sports,Resistance Bands,Matthew Williams,10,311.66,0.05,2960.77,2.3
ORD-10476,2024-05-27,Southeast,Books,Machine Learning Guide,Joseph Thomas,19,285.6,0.15,4612.44,2.3
ORD-10477,2025-10-23,Midwest,Sports,Cycling Gloves,Ryan White,9,420.85,0,3787.65,2.9
ORD-10478,2022-12-26,Southwest,Food & Beverage,Honey Jar,Brenda Williams,10,246.05,0,2460.5,4.4
ORD-10479,2022-06-04,Northeast,Home & Garden,Kitchen Scale,Ashley Taylor,9,368.1,0,3312.9,3.0
ORD-10480,2025-02-03,Midwest,Electronics,Phone Case,Gary Hernandez,19,110.32,0,2096.08,4.6
ORD-10481,2022-10-02,West,Food & Beverage,Protein Bars,Sandra Moore,12,199.29,0.1,2152.33,3.0
ORD-10482,2025-06-11,Southeast,Toys,Card Game,Stephanie Wilson,17,10.24,0.05,165.38,3.1
