PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
309,1,2,"Martinez, Mrs. Scarlett",female,11.2,0,0,9ACIJKPL,19.8184,,S
310,0,1,"Taylor, Mr. Ava",male,20.0,0,0,4TLUW68,34.6382,,S
311,0,3,"Scott, Mr. William",male,19.5,0,0,73EUFR,31.6636,D45,S
312,1,2,"Collins, Mrs. Jennifer",female,41.6,0,0,KVKAN,42.085,,S
313,1,1,"Lopez, Mrs. Jessica",female,40.2,0,0,1ERHFE1,103.2097,,S
314,0,2,"Perez, Mr. Elizabeth",male,32.9,0,0,XN8RTWXR,15.1038,,Q
315,0,2,"Martinez, Mr. David",male,,1,0,LYYPZE,40.0213,,S
316,0,2,"Hall, Mr. Liam",male,24.6,1,2,90Z5VX,31.4054,,S
317,0,2,"Evans, Mr. John",male,,0,0,3ZSE3L,25.1026,,S
318,0,3,"Harris, Mr. Thomas",male,41.2,0,0,EHEDAK,13.576,D128,C
319,0,2,"Robinson, Mr. Jackson",male,45.5,0,0,5IP3Z6PG,25.3121,E54,S
320,1,3,"Davis, Miss. Jackson",female,,1,0,ZAQM7,0.0,B22,S
321,1,3,"Walker, Mrs. James",female,18.4,1,1,RUN1K06G,27.1544,,C
322,0,3,"Young, Mr. Sofia",male,1.0,0,0,N3XGN,9.16,,S
323,0,2,"Collins, Mr. Ryan",male,4.3,1,0,8QCDBEO,24.4505,F61,S
324,0,3,"Anderson, Mr. Harper",male,48.9,0,0,K1R0TH,19.8278,,S
325,0,3,"White, Mr. Emma",male,23.4,0,0,R4D4ZI20,28.0788,,Q
326,0,3,"Wright, Mr. Sophia",male,18.5,1,0,H51MMJR6,11.8466,F78,C
327,0,3,"Evans, Mr. Elizabeth",male,52.0,0,1,FECWL11H,0.0,,S
328,0,3,"Taylor, Mrs. Emma",female,,0,0,190M9J2,13.6284,,C
329,1,3,"Scott, Mr. Owen",male,29.3,0,0,72VHG8,15.2078,,S
330,0,2,"Turner, Mr. Evelyn",male,24.9,0,0,S52N32RA,22.0135,,S
331,0,3,"Sanchez, Mr. Olivia",male,,0,0,MNZ3D3K,14.6224,,S
332,1,1,"Gonzalez, Mrs. Michael",female,32.2,0,0,5HH8N8M,77.5579,,S
333,0,3,"Taylor, Mr. Jack",male,,0,0,S9TSQNP,0.0,C136,S
334,0,3,"Moore, Mr. William",male,34.9,0,0,1BST1X,20.3863,,S
335,1,1,"Williams, Miss. Ella",female,39.2,1,0,DNJHZR,18.0297,,C
336,0,3,"Davis, Mr. Jessica",male,,0,2,E9RJN4ZG,8.5298,,S
337,0,1,"Gonzalez, Dr. Joseph",male,,2,0,EJ0TQ728,114.2247,B8,S
338,1,3,"Davis, Mrs. William",female,39.6,0,0,4H3TVE,26.5903,E134,S
339,0,1,"Smith, Mr. Karen",male,24.9,0,0,KVF7L11T,201.165,,S
340,0,3,"Scott, Mr. Sofia",male,,0,0,KWTVI,13.8701,D59,S
341,1,1,"Brown, Dr. Liam",male,1.0,1,0,DRDXU4Q,40.942,,S
342,1,3,"Davis, Mr. Mary",male,,0,0,I38CY,18.0915,,S
343,0,3,"Young, Miss. Susan",female,36.4,1,0,JS7H4D,27.8425,,S
344,0,3,"Parker, Mr. William",male,30.6,0,0,CCB2UYF,20.1265,,S
345,1,3,"Baker, Mr. Emma",male,31.6,0,0,3R6FKBF4,20.5555,,C
346,0,3,"Johnson, Mr. Sebastian",male,56.3,0,0,X51OMD,19.6685,,S
347,0,3,"Wilson, Mr. Jayden",male,,0,0,9SR4MO6N,0.0,,S
348,0,2,"Adams, Mr. Ryan",male,,0,0,FRRL8R5H,16.5603,D49,S
349,0,3,"Baker, Mr. Jennifer",male,33.3,0,0,RUILWK,10.7451,,S
350,1,1,"Lopez, Miss. Sophia",female,18.7,0,0,R8I4RDZH,114.665,D98,S
351,0,3,"Evans, Mr. John",male,29.4,0,1,T2JWA,1.2901,,S
352,0,1,"Phillips, Dr. Sophia",male,6.6,0,2,1AMSC,108.9828,E135,S
353,0,3,"Adams, Mr. Amelia",male,48.7,0,0,SM9UYDFB,0.0,,Q
354,0,3,"Adams, Dr. Aiden",male,19.5,0,0,46UBWWV,10.1782,,S
355,0,3,"Carter, Mr. Sarah",male,57.4,0,0,UZRFC6P,12.2363,,S
356,0,3,"Davis, Mr. Mary",male,28.5,0,0,KB8CHQ,4.2764,D30,S
357,0,3,"Green, Mr. Noah",male,43.4,0,0,BL2J5M,13.8682,,S
358,1,3,"Parker, Mrs. Olivia",female,28.3,0,1,D3O92,8.2278,,S
359,1,3,"Taylor, Mrs. Abigail",female,28.6,1,0,L0C9F,24.9963,A23,Q
360,0,3,"Smith, Mr. Jennifer",male,20.8,0,0,4S250ZNK,11.2221,,S
361,0,3,"White, Mr. Evelyn",male,30.7,0,0,IOSONVL9,20.6596,,C
362,0,1,"Hernandez, Mr. Emma",male,33.5,1,0,O4RZX,0.0,,S
363,1,1,"Evans, Mr. Scarlett",male,18.0,0,1,0I0EYE,67.1386,,C
364,0,1,"Harris, Mr. Ryan",male,27.2,0,0,WBDG8VKJ,91.9092,,Q
365,1,3,"King, Miss. Elizabeth",female,,2,0,H4VNA,0.0,,Q
366,0,2,"Collins, Miss. Victoria",female,61.2,2,0,NEVX9M,37.2644,,S
367,1,3,"Carter, Mrs. Michael",female,27.7,1,0,3MW05L,4.8036,,C
368,0,3,"Adams, Mr. Ryan",male,,0,0,E2BZHQC,17.2016,,S
369,0,2,"Edwards, Mrs. Sophia",female,26.3,0,0,RXMAUZX,30.856,B8,S
370,1,3,"Scott, Mr. Scarlett",male,,4,0,ZTHELA,13.1617,,S
371,1,3,"Taylor, Mr. Aiden",male,10.5,2,0,ABFLAWE,19.2966,,S
372,0,2,"Baker, Mr. Evelyn",male,22.7,0,1,UDOF9V3N,13.7299,,S
373,1,2,"Jackson, Miss. Karen",female,31.9,0,0,IP1P7,22.3999,,S
374,0,2,"Jackson, Mr. Victoria",male,51.2,0,0,IREYDX,12.5795,,S
375,1,1,"Wright, Miss. Ava",female,,0,1,MVZ7K3,86.4628,,S
376,0,1,"Martin, Mr. Madison",male,48.4,1,0,982KZ2K3,120.8693,,S
377,1,3,"Johnson, Miss. Evelyn",female,38.0,0,0,R5DY2BO,0.0,,C
378,0,2,"Collins, Mr. Ava",male,,0,2,H5WJPED,26.3752,B14,C
379,0,2,"Hall, Mr. Michael",male,28.2,0,0,9JIYSFY,19.2098,,C
380,1,3,"King, Mrs. Jessica",female,62.5,0,0,EQ0SX,9.9959,,C
381,0,3,"Mitchell, Mr. Owen",male,22.2,0,0,RZTI8,0.0,,S
382,0,3,"Sanchez, Mr. Mia",male,18.3,0,0,60EJN,6.5919,,S
383,0,3,"Allen, Mr. Emily",male,12.1,0,0,SJ7E33NB,0.0,,S
384,0,3,"Carter, Mr. Susan",male,61.6,2,1,8NGJEVSM,15.6501,F58,S
385,0,2,"Moore, Mr. Avery",male,40.5,0,0,WAO5248,23.8462,,S
386,1,3,"Perez, Mr. Sophia",male,24.3,0,1,JQS20,2.9717,,C
387,0,3,"Baker, Mr. Elizabeth",male,46.5,0,0,FY21UDF,7.822,,S
388,1,3,"Martinez, Mrs. Linda",female,38.6,0,0,53PVGVH,23.1602,,C
389,1,1,"Davis, Mr. Emma",male,56.5,0,0,2B72NQC7,0.0,C119,S
390,1,3,"Turner, Dr. Amelia",male,7.3,0,0,7X7N6,0.0,,C
391,0,3,"Phillips, Mr. Joseph",male,25.3,0,0,MM8QRX,10.4907,,S
392,1,1,"Collins, Mr. Richard",male,,0,0,TNF9R9Q,0.0,,C
393,0,3,"Garcia, Mr. Joseph",male,1.4,0,0,T8DSF5T,9.7675,E144,S
394,1,3,"Phillips, Mrs. Jessica",female,43.8,0,0,JFWFNLHE,0.0,A13,S
395,1,1,"Turner, Mrs. Scarlett",female,25.2,0,0,1OKFY3T,112.3832,,S
396,0,3,"Nelson, Mr. Sophia",male,39.4,0,0,X69GR5,11.3584,,S
397,0,3,"Lewis, Mr. Ava",male,62.0,0,0,39DWTKX,19.0411,E24,S
398,0,2,"Robinson, Mr. William",male,24.1,0,0,ROOW7,35.9849,,S
399,0,3,"Gonzalez, Mr. Charlotte",male,23.1,0,0,ZL894531,15.2736,,S
400,0,2,"Johnson, Mr. Jayden",male,30.7,0,0,WXO5WW0,2.1477,,Q
401,1,2,"Robinson, Miss. Scarlett",female,42.8,0,0,7U7DI,39.3452,,S
402,0,3,"Taylor, Mr. Noah",male,,5,0,YXOUTHUS,9.3605,,S
403,0,3,"Anderson, Dr. Jessica",male,20.2,8,0,M1YQVI,11.1674,,C
404,0,1,"Williams, Mr. Charles",male,,3,0,UJGS7Q,18.0145,,S
405,0,3,"Harris, Mr. Mary",male,34.3,0,0,406O1FLU,5.0862,,C
406,0,3,"Williams, Mr. Mary",male,1.0,0,0,17D9D,27.863,,S
407,1,2,"Roberts, Mr. Aiden",male,11.8,0,1,1Y7PU,29.4484,B131,S
408,1,3,"Phillips, Miss. Ethan",female,50.0,0,1,Y9V7O,21.2806,B49,S
409,1,1,"Mitchell, Mr. Jayden",male,,0,0,TFNRC6IY,144.616,,S
410,0,3,"Martin, Mr. Abigail",male,18.3,0,0,PVS1BMWD,0.0,,S
411,0,3,"Wilson, Mr. Owen",male,26.6,0,0,WAAFXSRU,24.8672,,C
412,0,3,"Robinson, Mrs. Liam",female,,0,6,MABY0I,14.2252,,S
413,0,1,"King, Mr. Susan",male,39.3,0,0,OXVUB,0.0,,Q
414,1,3,"Johnson, Mrs. Richard",female,10.0,1,0,1V3Z6U,25.9092,A11,S
415,1,1,"Roberts, Miss. Richard",female,,0,0,UJPGPFR,84.576,,S
416,0,2,"Gonzalez, Mr. Scarlett",male,32.8,1,0,Q0P6H405,21.072,,C
417,1,1,"Mitchell, Miss. James",female,27.6,0,0,66KWV,113.5524,,C
418,0,3,"Brown, Mr. Theodore",male,37.0,0,0,SXHNV,0.7504,,S
419,1,1,"Gonzalez, Miss. Aiden",female,,0,0,C734BUN7,63.3812,,S
420,0,3,"Harris, Mr. Karen",male,34.0,0,0,XB5RF56,24.9805,,S
421,1,3,"Williams, Mrs. Avery",female,44.3,0,1,XVK097,15.3222,B59,S
422,1,1,"Green, Mr. Linda",male,,0,1,M67AMTU,76.5512,,C
423,0,1,"Parker, Mr. Olivia",male,30.9,0,0,SAF1YXP,108.7724,,S
424,0,1,"Perez, Mr. Jennifer",male,27.7,0,0,LYSEO3,69.4787,,S
425,1,3,"Lopez, Mrs. Jennifer",female,17.3,0,0,5SR8SEO,0.0,,S
426,1,3,"Sanchez, Mr. James",male,28.0,2,1,MO5PKDO,0.8365,,S
427,0,1,"White, Mr. Lucas",male,,0,0,KQX73KFY,40.6924,,S
428,1,3,"Thompson, Mrs. Scarlett",female,,0,0,OD1FNO,0.0,,S
429,1,1,"Adams, Mrs. Sebastian",female,16.5,0,1,1WTGB,86.2039,C90,S
430,1,3,"Young, Mr. Ryan",male,22.1,0,0,W022O,16.7233,,Q
431,1,3,"Hernandez, Mr. Jayden",male,31.8,0,0,I21SA,29.1653,F97,C
432,0,3,"Lee, Mr. Ryan",male,23.8,0,0,3I2X5WDX,6.6748,,S
433,0,3,"Perez, Miss. James",female,35.8,1,0,J58RK,5.9216,A16,S
434,0,3,"Walker, Mr. Aiden",male,,0,0,IUPCVX,12.4231,,Q
435,1,1,"Brown, Miss. Ella",female,,0,0,8ZYHQP8,102.0607,,C
436,0,1,"Roberts, Mr. William",male,48.9,0,2,YTC7YI,150.2743,,C
437,0,1,"Adams, Mr. Linda",male,42.9,1,0,7LAWA,42.5464,B64,S
438,0,3,"Hernandez, Mr. Jayden",male,15.9,1,1,6B1WL,4.2094,,S
439,0,3,"Edwards, Mr. Jackson",male,16.4,2,0,RT6JVY,14.3218,,C
440,1,3,"Evans, Mrs. Sarah",female,27.9,0,0,69DJ2,17.8973,,S
441,0,3,"Collins, Mr. Patricia",male,22.7,0,2,F7LKMYHT,8.5974,,S
442,0,1,"White, Mr. Sarah",male,,0,0,F1N20,0.0,,S
443,1,3,"Parker, Mrs. James",female,22.8,1,0,E76PEESA,14.6385,,S
444,1,1,"Mitchell, Mrs. Sofia",female,22.4,0,0,TU49J,190.9433,,S
445,1,2,"Turner, Mrs. Karen",female,19.6,0,0,HIP966,27.3651,,S
446,0,3,"Perez, Mr. John",male,,0,1,X0IQTN,17.1405,,S
447,0,3,"Hernandez, Mr. Jayden",male,,0,0,PC1617,6.0437,D107,S
448,1,3,"Taylor, Mrs. Mason",female,31.8,0,0,CJ4FTA,6.0615,,S
449,0,1,"Edwards, Mr. Jack",male,63.6,0,0,EEFTYK,63.016,,Q
450,0,3,"Robinson, Mr. Ryan",male,31.4,0,0,O0T099V8,19.9906,,S
451,1,1,"Parker, Mrs. James",female,,1,0,J7FQF26,135.395,,S
452,0,3,"Perez, Mr. Aiden",male,29.1,0,0,DJMETBWU,14.9895,,S
453,0,3,"Walker, Mr. Aiden",male,32.6,1,0,62JU24X,0.0,,S
454,1,1,"Brown, Mrs. Aiden",female,35.1,0,0,P4CVT,53.0316,,S
455,0,1,"Lee, Mr. Susan",male,,1,1,M9V7Q,36.2792,D130,S
456,0,1,"Perez, Mr. Emma",male,17.2,0,0,W6LNBIEG,0.0,,C
457,0,3,"Garcia, Mr. Owen",male,41.0,2,0,5N339S,14.297,,S
458,0,3,"Wilson, Mr. Patricia",male,31.9,0,0,PW3FCFZR,0.0,,Q
459,0,3,"Young, Mr. Emily",male,7.0,0,0,1AGQ60,8.6852,,S
460,1,3,"Thomas, Mrs. Lucas",female,,0,0,ZLQ50VC,16.721,,S
461,0,3,"Green, Mrs. Lucas",female,46.7,0,0,NNYOUAG,18.1182,,S
462,0,1,"Clark, Mr. Evelyn",male,17.0,0,0,81P8J6O,101.6961,,S
463,0,3,"Lee, Mr. Victoria",male,28.9,1,1,A9XF9,10.6872,,Q
464,0,2,"Garcia, Miss. Jack",female,,2,0,M0B6Y,7.8957,,C
465,0,3,"Lee, Mr. Victoria",male,11.4,0,0,43IHIFXC,0.0,,S
466,1,3,"Perez, Mr. Michael",male,43.7,0,4,UTRID9,10.7503,,S
467,0,3,"Hall, Mr. Richard",male,22.5,0,0,VUN0NO,0.0,,Q
468,1,3,"Hernandez, Mrs. Jessica",female,13.5,1,1,LZXBY2J6,0.0,,S
469,1,1,"Johnson, Mr. Sarah",male,32.2,1,0,G841V,113.862,,S
470,1,3,"Parker, Miss. Charles",female,21.7,0,1,RUDVD,29.5955,,S
471,0,2,"Evans, Mr. Elizabeth",male,22.4,2,0,GGC82,3.524,D9,S
472,0,3,"Campbell, Mr. Sofia",male,39.4,0,0,NG821QA,15.4187,,S
473,1,1,"Moore, Mr. Jennifer",male,12.7,1,0,RKLC5F3,83.3829,,S
474,0,1,"Allen, Mr. Aiden",male,16.3,3,0,BWC3SA11,47.9185,F30,C
475,0,2,"Davis, Mr. Madison",male,31.2,1,0,R7XSMKW0,12.8303,B81,S
476,1,2,"Campbell, Mr. Theodore",male,42.6,0,4,OBO2Y,0.0,,S
477,0,2,"Smith, Mr. James",male,,0,0,ZAA6B,6.9379,,S
478,0,3,"Clark, Mr. Jessica",male,19.7,0,0,EUS490,12.3992,,C
479,0,3,"Roberts, Mr. Sebastian",male,42.1,1,1,B7UHTO,15.5354,C79,S
480,0,2,"Baker, Mr. Sophia",male,18.0,0,0,Q1F8CF,42.8887,D106,C
481,1,2,"Turner, Miss. Amelia",female,54.6,1,0,F10PQ92,28.5757,,S
482,0,1,"Lewis, Mr. Mary",male,,2,0,FVBJZO9,99.232,,S
483,1,3,"Jones, Mrs. Victoria",female,47.6,0,0,D55DN8AC,4.7637,A107,C
484,1,2,"Smith, Mrs. Susan",female,,0,0,8K1YFKW,35.3544,,C
485,0,1,"Davis, Mr. Jayden",male,57.2,0,0,IHU3O7,173.4955,,S
486,1,2,"Williams, Mrs. Karen",female,37.3,0,0,OZQ192F,19.1763,A4,S
487,1,3,"Harris, Miss. Barbara",female,14.8,0,0,34UI5,16.3108,,S
488,0,1,"Williams, Mr. Harper",male,21.7,0,0,KNKKLY,86.5206,,S
489,0,3,"Martinez, Dr. Ava",male,39.9,0,0,NGX92,23.565,,C
490,0,3,"Lee, Mr. Ava",male,43.7,0,0,SAOKS,11.5355,,C
491,1,3,"Baker, Mr. Theodore",male,28.0,0,0,YT7C82,21.7024,,S
492,0,3,"King, Mr. Charles",male,29.6,0,0,3BHA2MN,11.1056,,Q
493,0,3,"Williams, Miss. Emma",female,39.6,0,0,PW7L6TN,17.7783,,S
494,1,2,"Campbell, Mrs. Abigail",female,,0,0,REK4SUYH,14.0519,,C
495,0,3,"Perez, Mr. William",male,10.9,0,0,P7EZ9,0.0,,C
496,1,3,"Thompson, Miss. Ethan",female,17.6,1,1,E5D02,17.153,B78,C
497,0,2,"Lopez, Mr. Elizabeth",male,32.3,0,0,KSS4V8,16.3453,,C
498,1,3,"Roberts, Mrs. Richard",female,46.0,0,0,KIXB4,18.2305,A43,Q
499,1,2,"Clark, Mr. James",male,51.6,2,0,98C0S05U,3.6312,,S
500,1,3,"Thomas, Mrs. Sarah",female,,0,0,5PQV6,29.3869,,S
501,1,3,"Gonzalez, Mrs. Harper",female,33.0,0,1,H0WCT25,7.9413,F50,S
502,0,3,"Brown, Mr. Avery",male,39.5,0,2,S3VPGB,17.6297,C66,C
503,1,3,"Davis, Rev. Sebastian",male,19.7,0,2,8V2YMSJ,19.541,,S
504,1,3,"Martin, Miss. Aiden",female,,0,0,VX9IK,31.9061,,Q
505,0,3,"Taylor, Mr. Thomas",male,17.5,1,0,82L8Z,9.5127,,S
506,0,3,"Thompson, Mr. Mason",male,11.5,1,0,NUDG7H,5.8149,,C
507,1,2,"Brown, Mrs. David",female,,0,0,483D4,17.8713,,S
508,1,3,"Allen, Mr. David",male,31.6,0,0,A7JXCG,30.076,,C
509,0,3,"Garcia, Mr. Charles",male,38.6,0,0,V9G657BD,17.6355,,Q
510,0,1,"Anderson, Mr. Charlotte",male,36.6,0,0,EC3Z47F,173.5826,D93,S
511,0,1,"Edwards, Mr. David",male,32.4,0,2,BNKIZE35,15.954,,S
512,1,3,"Smith, Miss. Sebastian",female,36.8,1,0,CVWNNQ9,16.5755,A2,S
513,0,1,"Hernandez, Mr. Joseph",male,28.4,1,0,SLTA7,17.8691,,C
514,0,2,"Robinson, Mr. Emma",male,,0,1,8FVY2A,8.4491,A22,C
515,1,2,"Martin, Mr. Evelyn",male,18.8,0,0,FPBC1Z6,0.0,,S
516,1,1,"Jackson, Mrs. Olivia",female,,0,0,VE1ID0V,0.0,,S
517,0,2,"Miller, Mr. Liam",male,,0,0,TYRZS,14.8326,,S
518,1,3,"Gonzalez, Mrs. Ryan",female,19.6,1,0,IJ3NZM,6.5427,,S
519,1,1,"Adams, Miss. Olivia",female,29.7,0,0,VR0757B,37.5351,,C
520,1,3,"Young, Miss. Jennifer",female,20.3,1,0,0OLB44CU,30.5175,,S
521,1,3,"Parker, Mrs. Ella",female,21.6,1,0,GT3L08Q,16.2873,,Q
522,1,2,"Scott, Miss. Avery",female,13.3,2,0,KEMXH,15.76,,Q
523,1,1,"Carter, Mrs. Elizabeth",female,46.7,0,0,9J5KWFJ,46.005,E39,C
524,1,3,"Gonzalez, Mr. Logan",male,43.9,0,0,VUSI7OA6,18.1817,D80,S
525,1,1,"Allen, Miss. Emma",female,36.5,1,1,5JCHX,75.8112,,S
526,0,2,"Hall, Mr. Linda",male,56.6,1,0,FKHX5J6,46.5693,,C
527,0,3,"Mitchell, Mr. William",male,26.4,0,0,CL530O,14.4733,,S
528,1,3,"Robinson, Miss. Ella",female,71.4,1,0,Z2US88TH,20.3724,,Q
529,1,3,"Lee, Miss. Elizabeth",female,25.8,0,1,SYLB38,21.2842,,S
530,1,2,"Brown, Miss. Ava",female,,0,0,LP11M,11.6537,,S
531,0,3,"Roberts, Mr. Scarlett",male,23.4,1,0,OIPJCZ,10.5757,,Q
532,1,3,"Gonzalez, Mr. Logan",male,,0,0,KOOATQ7N,29.8344,,C
533,0,2,"Carter, Mr. Sophia",male,40.7,0,0,OGM5J4X0,31.5529,A49,S
534,0,3,"King, Mr. Jack",male,27.4,2,0,SVCZZDSS,17.3044,,C
535,0,1,"Smith, Mr. Jessica",male,,1,0,CAHIHV,186.2135,,S
536,0,1,"Wright, Mr. Jackson",male,32.3,1,0,EDX731,37.2626,,S
537,0,3,"Lewis, Mr. Susan",male,32.8,0,0,ZCGFGM,4.114,,S
538,1,1,"Taylor, Miss. Patricia",female,16.3,8,0,3ZWG5,0.0,,S
539,0,1,"Hernandez, Mr. Ella",male,,0,0,90HHZ,0.0,,S
540,1,3,"Sanchez, Miss. Victoria",female,,0,0,QCRRL6MI,0.0,,S
541,0,3,"Jones, Mr. Owen",male,20.5,0,0,WWSLJEG,5.8336,A11,S
542,0,3,"Allen, Mr. Jack",male,,1,0,O02UDAI,15.9285,,S
543,1,3,"Roberts, Mr. Jennifer",male,66.4,1,2,C2N0HA,26.9254,C52,S
544,0,3,"Jones, Mr. Abigail",male,25.3,1,1,QRP8X,19.0983,,S
545,1,1,"Smith, Mrs. Avery",female,8.6,0,1,EQWV8RN,27.2175,,S
546,1,2,"Brown, Rev. Evelyn",male,,0,0,MUBFCP7C,28.5391,,S
547,0,2,"Baker, Mr. James",male,28.3,0,0,5AA6VG8U,1.2613,,S
548,1,1,"Roberts, Miss. John",female,36.7,0,0,YHMET9W,86.1957,,S
549,1,3,"Collins, Miss. Madison",female,36.8,0,0,GT9DHZA,12.8445,,C
550,0,2,"Johnson, Mr. Logan",male,38.5,0,0,7APLO,17.513,D10,C
551,0,3,"Lewis, Mr. Barbara",male,20.0,1,0,J1AEJ3,11.8754,,Q
552,0,1,"Williams, Mr. John",male,,1,0,BSWQD5,114.5784,C2,Q
553,0,1,"White, Mr. Liam",male,16.7,1,0,68LP8Q5X,261.2674,,S
554,1,3,"Martin, Mr. Thomas",male,20.3,0,1,AZ2H0H66,12.7837,,C
555,0,1,"Allen, Mr. Ryan",male,16.2,0,0,SN6LZ,23.5025,,S
556,1,1,"Campbell, Miss. Owen",female,12.4,0,0,H9N18,116.0088,,C
557,0,2,"Mitchell, Mr. Amelia",male,43.9,0,0,AIZ79ZD0,26.7066,,Q
558,0,3,"Brown, Mr. Theodore",male,,0,0,3TG49S,0.0,D26,C
559,0,3,"Thomas, Mr. Elizabeth",male,,0,2,CJEKNPLT,25.283,E12,S
560,1,3,"Hernandez, Mrs. Ryan",female,,0,0,M4UAL,7.9631,,S
561,0,1,"Thomas, Mr. Noah",male,39.9,1,1,G7KWRW2F,59.7493,,S
562,0,2,"Thompson, Miss. Ava",female,4.3,0,1,UJN5IG,17.2386,,S
563,1,3,"Allen, Mrs. John",female,41.1,0,0,DA5JEXR,0.0,,C
564,1,3,"Baker, Mr. Barbara",male,,0,0,PF4ARJ,34.7403,,S
565,0,3,"Parker, Mr. David",male,37.8,0,0,TNTIE6W,2.4732,,S
566,0,3,"Green, Rev. Sophia",male,34.3,0,0,96V2SIW,25.6072,C101,S
567,0,3,"Moore, Mr. Barbara",male,,0,0,5S8HBOH8,14.3026,,S
568,1,1,"Martinez, Mrs. Jennifer",female,,0,6,T1DBT,120.3864,,S
569,0,2,"White, Mr. Evelyn",male,,0,0,AA7VZJLQ,42.0006,,S
570,1,3,"Carter, Miss. Jackson",female,36.9,1,1,P805R,0.0,B129,S
571,0,2,"Collins, Mr. Patricia",male,38.7,0,0,PW037D2Z,20.9868,,C
572,0,3,"Lopez, Mr. Amelia",male,9.8,0,4,AR86IR5,1.0899,,C
573,0,3,"Wilson, Mr. Theodore",male,15.3,0,0,L24FBBF0,8.6501,,C
574,1,3,"Smith, Miss. Liam",female,18.9,0,0,YDV09L,23.1783,C79,S
575,1,3,"Brown, Miss. Barbara",female,24.0,0,0,RMXU3BH,15.7961,,S
576,0,3,"Sanchez, Mr. Robert",male,9.9,1,0,U6YAR45,0.0,,S
577,0,3,"Young, Mr. Owen",male,9.1,0,1,RDH4M1BR,22.3664,,S
578,1,3,"Wright, Miss. Liam",female,,0,0,IBKCWGIV,12.9219,,S
579,0,3,"Johnson, Mr. Jennifer",male,30.2,0,0,X77080,7.036,,S
580,1,2,"Gonzalez, Mrs. Jackson",female,,0,0,8UAWI,8.1098,,Q
581,0,3,"Martinez, Mr. Lucas",male,27.4,0,0,XAPBEH2,11.1607,C135,S
582,1,3,"Jackson, Dr. Avery",male,43.8,0,0,B0TFUI,0.1777,,C
583,1,1,"Sanchez, Mr. Robert",male,10.8,0,0,8L0AO6C,159.2967,,S
584,0,2,"Hernandez, Mr. Robert",male,26.1,3,0,DRGAMU0L,0.0,,S
585,0,3,"Wright, Mr. Elizabeth",male,43.3,1,0,G0G4GX,12.1048,,C
586,1,3,"Moore, Mr. William",male,23.1,8,0,9K84QR,8.5438,E63,C
587,1,1,"Robinson, Mrs. Mia",female,21.0,0,2,PQFL59,0.0,,C
588,1,2,"Harris, Mr. Emma",male,45.3,1,0,0IXW5,13.3926,,C
589,1,1,"Lopez, Mr. Victoria",male,24.7,0,0,32XOMMM,99.7808,C31,S
590,0,1,"Miller, Rev. Jennifer",male,44.5,0,0,LUJMZL,20.7189,C108,Q
591,0,3,"Hall, Mr. Ella",male,35.0,4,0,A18YC,27.5945,,Q
592,0,2,"Collins, Mr. Owen",male,24.2,0,0,JL730SU,35.432,,S
593,0,2,"Wright, Mr. Michael",male,35.7,1,0,XUD93NJ8,18.2234,E26,S
594,0,3,"Adams, Mr. Emily",male,,1,0,PI2W6TTF,28.1058,,S
595,0,1,"Mitchell, Mr. Isabella",male,43.3,0,0,NH2MH88,81.2968,,C
596,1,2,"Johnson, Mrs. Robert",female,21.3,1,0,KFWVW1,32.9359,,Q
597,1,3,"Carter, Mr. Jessica",male,,0,4,YX20BW,11.175,C27,C
598,1,3,"Thomas, Miss. Aiden",female,28.1,2,0,UTVUO9C3,16.6225,,S
599,0,3,"King, Mr. Jackson",male,38.9,1,0,HVW7K,3.8492,,S
600,0,3,"Collins, Mr. Karen",male,14.6,0,0,JTMJ6,13.0496,,S
601,1,3,"Phillips, Miss. Jennifer",female,,0,0,Y0O080K,16.3936,,S
602,0,3,"Lee, Mr. Richard",male,,0,0,ICPSQJJ7,0.0,,S
603,1,3,"Perez, Mrs. Ethan",female,,0,0,2JDCI4,10.9175,,S
604,1,3,"Allen, Mr. Amelia",male,45.9,0,0,Z8BD7U,9.6664,,S
605,1,3,"Miller, Mr. Olivia",male,60.3,1,0,M3XJXAI,24.3087,F98,S
606,1,3,"Taylor, Mrs. James",female,,0,0,20D63,0.0,,C
607,1,3,"Evans, Mr. Aiden",male,49.0,1,2,HPVWMD,8.8034,F142,S
608,0,1,"Campbell, Mr. Ava",male,,0,0,ZJXUSAL,167.6947,,S
609,1,3,"Phillips, Miss. Charlotte",female,5.7,0,1,435QLR,23.5608,,S
610,0,2,"Lopez, Miss. Ethan",female,3.2,0,0,WVPZ5YO4,27.8259,,Q
611,1,3,"Jackson, Mrs. Amelia",female,32.6,1,2,25JPIN0Y,32.757,,C
612,0,3,"Mitchell, Mr. Owen",male,,0,0,1GGTI,20.2843,,S
613,0,3,"Johnson, Mr. Amelia",male,16.2,0,0,FF1KZYGU,8.4875,,C
614,1,3,"Phillips, Mrs. Sarah",female,28.1,0,0,D148DG3,15.6362,A141,S
615,0,2,"Allen, Mr. Jack",male,37.6,1,0,WMHWHE,16.2002,,S
616,0,3,"Sanchez, Miss. Emily",female,,0,0,GG2TTFF,22.4534,C104,S
617,0,3,"Gonzalez, Mr. Victoria",male,,0,5,NQE6N3,0.0,,S
618,1,2,"Edwards, Mr. Elizabeth",male,50.1,1,0,QEYC05,10.6216,,S
