Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
506,CA-2021-117994,09/23/2021,09/29/2021,Second Class,UB-36687,Liam Lewis,Home Office,United States,Richmond,Texas,38743,Central,OFF-843354,Office Supplies,Storage,Storage Model 884,25.67,6,0.2,-0.42
507,CA-2024-197425,10/18/2024,10/23/2024,Standard Class,MI-89251,Linda Lee,Consumer,United States,Philadelphia,Pennsylvania,58992,East,OFF-635388,Office Supplies,Fasteners,Fasteners Model 215,34.25,11,0.2,-0.9
508,CA-2022-175957,11/22/2022,11/25/2022,First Class,ES-49117,Theodore Phillips,Consumer,United States,Miami,Michigan,32610,Central,TEC-414066,Technology,Phones,Phones Model 474,36.17,7,0.3,7.65
509,CA-2023-114624,10/26/2023,11/02/2023,Standard Class,KI-70866,Ryan Mitchell,Consumer,United States,Chicago,Illinois,18097,Central,TEC-342497,Technology,Copiers,Copiers Model 467,9.79,6,0.2,1.01
510,CA-2023-139037,12/01/2023,12/06/2023,Second Class,JQ-13041,Sofia Phillips,Consumer,United States,New York City,New York,54829,East,TEC-760457,Technology,Machines,Machines Model 565,834.5,6,0.2,-55.68
511,CA-2021-173814,02/16/2021,02/22/2021,Standard Class,HM-29730,Sarah Young,Home Office,United States,Detroit,California,73503,West,FUR-503902,Furniture,Tables,Tables Model 600,44.59,2,0.0,-2.62
512,CA-2022-119979,12/20/2022,12/26/2022,Standard Class,CF-58210,Evelyn Lewis,Consumer,United States,Chicago,Virginia,48611,South,FUR-592860,Furniture,Tables,Tables Model 996,119.53,11,0.1,44.85
513,CA-2021-147301,09/21/2021,09/24/2021,First Class,YR-91415,Emma Gonzalez,Consumer,United States,Miami,New York,80055,East,OFF-424772,Office Supplies,Envelopes,Envelopes Model 340,5.96,12,0.1,-0.13
514,CA-2022-110253,04/03/2022,04/08/2022,Second Class,OA-23182,Jack Turner,Home Office,United States,Miami,California,15181,West,OFF-413469,Office Supplies,Fasteners,Fasteners Model 533,136.0,1,0.2,3.66
515,CA-2021-102250,10/02/2021,10/07/2021,Second Class,TQ-85701,Evelyn King,Consumer,United States,Detroit,Washington,14120,West,FUR-341543,Furniture,Furnishings,Furnishings Model 347,435.95,6,0.1,81.59
516,CA-2023-124031,08/31/2023,09/04/2023,Second Class,KY-42345,Michael Roberts,Consumer,United States,Chicago,Illinois,93748,Central,OFF-917251,Office Supplies,Art,Art Model 270,40.71,10,0.0,-0.26
517,CA-2021-171135,07/12/2021,07/17/2021,Standard Class,VD-50639,Jennifer Roberts,Consumer,United States,New York City,Texas,60983,Central,OFF-896713,Office Supplies,Binders,Binders Model 458,51.88,3,0.0,-0.06
518,CA-2022-150774,10/20/2022,10/24/2022,Second Class,ZU-45340,Aiden Evans,Home Office,United States,Seattle,New York,41391,East,OFF-245133,Office Supplies,Paper,Paper Model 134,23.32,5,0.4,-1.49
519,CA-2022-130880,03/23/2022,03/25/2022,Standard Class,XL-94915,Ella Perez,Corporate,United States,Miami,California,68128,West,OFF-222163,Office Supplies,Appliances,Appliances Model 801,51.07,14,0.0,19.94
520,CA-2024-124687,11/06/2024,11/08/2024,Second Class,CV-70791,Ella White,Corporate,United States,Detroit,Washington,78178,West,OFF-824633,Office Supplies,Labels,Labels Model 514,18.25,11,0.2,3.71
521,CA-2024-180374,02/25/2024,02/29/2024,Second Class,EH-83571,Sarah Campbell,Corporate,United States,Chicago,Virginia,89431,South,TEC-423411,Technology,Copiers,Copiers Model 498,202.87,13,0.1,33.45
522,CA-2022-166590,05/30/2022,06/06/2022,Standard Class,TE-16041,Sofia Anderson,Corporate,United States,Los Angeles,New York,91622,East,OFF-291006,Office Supplies,Fasteners,Fasteners Model 562,19.59,14,0.0,6.75
523,CA-2022-186333,03/05/2022,03/08/2022,Standard Class,IH-66299,Joseph Jackson,Corporate,United States,Richmond,Illinois,41746,Central,OFF-293004,Office Supplies,Storage,Storage Model 567,13.42,10,0.0,2.65
524,CA-2023-196438,11/14/2023,11/19/2023,Second Class,TH-45640,Emily Evans,Home Office,United States,Columbus,New York,11025,East,OFF-903207,Office Supplies,Binders,Binders Model 927,5.49,4,0.1,0.17
525,CA-2023-163271,07/12/2023,07/14/2023,Standard Class,EA-92228,Sarah Green,Corporate,United States,Chicago,Ohio,46699,East,OFF-337371,Office Supplies,Storage,Storage Model 626,20.89,14,0.2,2.84
526,CA-2023-104404,03/22/2023,03/27/2023,Second Class,UU-96902,Michael Young,Home Office,United States,Seattle,California,21098,West,OFF-749203,Office Supplies,Storage,Storage Model 811,117.63,7,0.0,16.33
527,CA-2021-193797,04/16/2021,04/19/2021,Second Class,BJ-76827,Ethan Walker,Consumer,United States,Seattle,Texas,56447,Central,TEC-509831,Technology,Phones,Phones Model 838,157.35,8,0.3,15.58
528,CA-2021-113065,04/24/2021,04/28/2021,Second Class,QU-43538,Mason Clark,Consumer,United States,Columbus,California,27149,West,OFF-518448,Office Supplies,Storage,Storage Model 156,6.67,8,0.2,1.85
529,CA-2023-170904,07/19/2023,07/25/2023,Second Class,CO-76597,Aiden Phillips,Corporate,United States,Columbus,Ohio,70357,East,FUR-403445,Furniture,Furnishings,Furnishings Model 822,813.39,8,0.0,-36.73
530,CA-2022-124727,11/17/2022,11/21/2022,Second Class,TE-66961,Emily Lee,Consumer,United States,Philadelphia,Florida,89722,South,OFF-169587,Office Supplies,Envelopes,Envelopes Model 834,17.27,8,0.0,-0.35
531,CA-2024-176676,04/26/2024,05/03/2024,Standard Class,QI-33406,Emily Clark,Consumer,United States,San Francisco,New York,28045,East,FUR-178727,Furniture,Tables,Tables Model 672,436.49,11,0.0,37.58
532,CA-2021-180435,02/12/2021,02/14/2021,Standard Class,FC-58989,Aiden Jones,Consumer,United States,New York City,Washington,59109,West,OFF-262149,Office Supplies,Supplies,Supplies Model 162,96.99,3,0.0,-6.25
533,CA-2021-179310,09/29/2021,10/01/2021,Second Class,IR-63007,Amelia Garcia,Consumer,United States,San Francisco,Texas,96148,Central,OFF-358590,Office Supplies,Binders,Binders Model 107,9.29,7,0.0,3.66
534,CA-2024-127126,02/28/2024,03/02/2024,Second Class,OZ-21532,Jackson Anderson,Corporate,United States,Richmond,California,37984,West,OFF-248463,Office Supplies,Envelopes,Envelopes Model 112,27.83,9,0.0,4.12
535,CA-2024-164168,11/30/2024,12/03/2024,Standard Class,AJ-12206,Victoria Moore,Consumer,United States,Philadelphia,California,81256,West,FUR-351228,Furniture,Chairs,Chairs Model 729,508.95,8,0.4,-38.14
536,CA-2023-119152,12/09/2023,12/13/2023,Standard Class,TJ-23207,Charlotte Moore,Corporate,United States,Detroit,Virginia,13970,South,OFF-785399,Office Supplies,Appliances,Appliances Model 591,8.3,11,0.2,1.69
537,CA-2021-188711,01/19/2021,01/26/2021,Standard Class,CW-43875,Harper King,Consumer,United States,Seattle,Ohio,67159,East,FUR-109307,Furniture,Chairs,Chairs Model 430,81.03,5,0.2,23.54
538,CA-2021-115286,03/15/2021,03/18/2021,Second Class,ME-81203,Theodore Perez,Corporate,United States,Richmond,Ohio,13194,East,OFF-659811,Office Supplies,Art,Art Model 576,67.55,14,0.1,7.02
539,CA-2024-184140,07/06/2024,07/10/2024,Standard Class,TI-86572,Isabella Smith,Consumer,United States,Chicago,Texas,16467,Central,OFF-569283,Office Supplies,Paper,Paper Model 505,27.47,1,0.1,3.85
540,CA-2022-114991,12/31/2022,01/02/2023,Standard Class,JX-97031,Jennifer Robinson,Consumer,United States,Miami,Texas,61975,Central,OFF-295856,Office Supplies,Fasteners,Fasteners Model 384,13.83,11,0.3,3.46
541,CA-2022-128857,12/27/2022,01/02/2023,Standard Class,MO-85407,Ethan Jones,Consumer,United States,San Francisco,Florida,88520,South,FUR-358323,Furniture,Furnishings,Furnishings Model 785,253.66,3,0.0,4.29
542,CA-2024-171981,11/04/2024,11/09/2024,Second Class,CM-96188,James Perez,Consumer,United States,Los Angeles,Washington,73280,West,FUR-430905,Furniture,Bookcases,Bookcases Model 514,69.95,9,0.2,13.91
543,CA-2021-195846,12/29/2021,12/31/2021,Second Class,FJ-86633,Richard Williams,Consumer,United States,San Francisco,New York,47149,East,OFF-344483,Office Supplies,Labels,Labels Model 591,40.25,1,0.3,8.67
544,CA-2022-170811,02/20/2022,02/24/2022,Second Class,SM-21570,Sarah Brown,Corporate,United States,Columbus,Washington,44700,West,OFF-378398,Office Supplies,Paper,Paper Model 927,5.19,4,0.4,1.57
545,CA-2023-134288,09/29/2023,10/02/2023,Standard Class,EW-55877,Mary Perez,Home Office,United States,Philadelphia,Illinois,52404,Central,TEC-478916,Technology,Machines,Machines Model 917,50.81,6,0.0,17.56
546,CA-2024-131112,08/13/2024,08/17/2024,Standard Class,YC-44455,Elizabeth Smith,Corporate,United States,San Francisco,Illinois,35882,Central,FUR-687241,Furniture,Tables,Tables Model 708,1192.12,2,0.3,441.61
547,CA-2022-163053,06/19/2022,06/22/2022,Standard Class,CD-10946,Barbara Edwards,Consumer,United States,Los Angeles,Illinois,11455,Central,FUR-677624,Furniture,Bookcases,Bookcases Model 912,461.7,5,0.1,-17.01
548,CA-2021-144943,08/09/2021,08/15/2021,Second Class,OG-24560,Charlotte Clark,Corporate,United States,San Francisco,Michigan,82589,Central,OFF-397349,Office Supplies,Fasteners,Fasteners Model 407,22.22,9,0.0,6.85
549,CA-2021-120703,03/24/2021,03/26/2021,Second Class,WL-58657,Jackson Perez,Consumer,United States,Los Angeles,Texas,57670,Central,OFF-361466,Office Supplies,Fasteners,Fasteners Model 432,10.21,3,0.0,2.43
550,CA-2021-162818,01/10/2021,01/15/2021,Standard Class,QL-22536,Joseph Martinez,Corporate,United States,Philadelphia,Illinois,87897,Central,OFF-791741,Office Supplies,Supplies,Supplies Model 939,51.43,9,0.0,4.39
551,CA-2022-143440,07/01/2022,07/07/2022,Second Class,MY-71736,Emma Clark,Corporate,United States,San Francisco,Michigan,62318,Central,FUR-788397,Furniture,Furnishings,Furnishings Model 898,68.25,7,0.0,24.67
552,CA-2023-197504,02/14/2023,02/16/2023,First Class,SO-42514,Sofia Phillips,Consumer,United States,New York City,Virginia,44513,South,FUR-725469,Furniture,Tables,Tables Model 246,76.36,12,0.0,25.2
553,CA-2022-102937,12/16/2022,12/23/2022,Standard Class,MK-62412,Sofia Brown,Corporate,United States,Los Angeles,Virginia,15515,South,OFF-719757,Office Supplies,Appliances,Appliances Model 105,3.08,9,0.0,0.88
554,CA-2021-174313,12/16/2021,12/22/2021,Second Class,WA-52839,Theodore Gonzalez,Consumer,United States,New York City,Florida,77336,South,OFF-318343,Office Supplies,Fasteners,Fasteners Model 257,97.47,7,0.2,-6.95
555,CA-2023-179811,09/15/2023,09/18/2023,Standard Class,GZ-23140,Mia Miller,Consumer,United States,Columbus,New York,64567,East,OFF-697840,Office Supplies,Paper,Paper Model 781,23.32,12,0.3,-0.27
556,CA-2024-180302,07/07/2024,07/11/2024,Second Class,BS-34420,Aiden Thompson,Corporate,United States,New York City,Virginia,88249,South,OFF-391444,Office Supplies,Appliances,Appliances Model 309,70.1,3,0.3,25.18
557,CA-2021-170009,12/06/2021,12/12/2021,First Class,FN-93615,Ethan Edwards,Corporate,United States,Los Angeles,California,32027,West,OFF-578470,Office Supplies,Labels,Labels Model 987,55.41,8,0.1,21.67
558,CA-2023-197771,09/11/2023,09/16/2023,Standard Class,DO-42060,Liam Perez,Corporate,United States,Miami,Illinois,44250,Central,FUR-594514,Furniture,Bookcases,Bookcases Model 309,985.63,4,0.4,38.1
559,CA-2023-130932,03/07/2023,03/13/2023,Standard Class,EN-96557,Ethan Jackson,Consumer,United States,Seattle,Washington,31739,West,TEC-815577,Technology,Accessories,Accessories Model 252,1353.82,7,0.0,52.38
560,CA-2023-138109,09/30/2023,10/07/2023,Standard Class,GF-24814,Ryan Sanchez,Corporate,United States,Richmond,Ohio,24466,East,FUR-917073,Furniture,Furnishings,Furnishings Model 163,227.31,7,0.0,46.63
561,CA-2021-193427,01/22/2021,01/26/2021,Second Class,QG-63304,Michael Moore,Home Office,United States,San Francisco,Florida,90196,South,FUR-477902,Furniture,Chairs,Chairs Model 953,95.73,9,0.0,-5.93
562,CA-2023-106909,09/10/2023,09/12/2023,Second Class,CS-27633,Aiden Jones,Consumer,United States,San Francisco,Florida,43157,South,TEC-200334,Technology,Copiers,Copiers Model 378,106.79,5,0.0,21.11
563,CA-2023-182660,12/28/2023,01/01/2024,Second Class,CB-81360,Abigail Hall,Corporate,United States,Los Angeles,Texas,10461,Central,FUR-116795,Furniture,Chairs,Chairs Model 839,35.9,10,0.1,13.8
564,CA-2023-174689,09/19/2023,09/24/2023,Standard Class,YK-24491,Mason Adams,Consumer,United States,New York City,Florida,15598,South,OFF-422730,Office Supplies,Paper,Paper Model 593,69.6,3,0.0,3.37
565,CA-2024-158883,05/12/2024,05/18/2024,Second Class,VA-38725,Charlotte Wilson,Corporate,United States,Detroit,Florida,40574,South,OFF-487330,Office Supplies,Labels,Labels Model 243,22.53,3,0.5,6.11
566,CA-2023-112109,12/27/2023,12/30/2023,First Class,YK-78271,David Miller,Consumer,United States,Philadelphia,California,13201,West,OFF-639258,Office Supplies,Paper,Paper Model 300,62.74,2,0.0,10.19
567,CA-2024-161116,12/08/2024,12/15/2024,Standard Class,JG-38710,Olivia Young,Corporate,United States,Los Angeles,Ohio,89903,East,OFF-419121,Office Supplies,Storage,Storage Model 175,11.91,7,0.0,0.52
568,CA-2023-143859,09/06/2023,09/08/2023,Standard Class,WL-88445,Sofia Lopez,Consumer,United States,Miami,New York,84239,East,TEC-392091,Technology,Machines,Machines Model 196,103.19,6,0.0,10.96
569,CA-2022-108765,10/14/2022,10/19/2022,Second Class,ZT-36723,Sebastian Parker,Consumer,United States,Richmond,Illinois,91569,Central,OFF-760946,Office Supplies,Appliances,Appliances Model 823,32.96,12,0.0,5.79
570,CA-2024-173836,05/03/2024,05/07/2024,Standard Class,PJ-62623,Patricia Thompson,Consumer,United States,San Francisco,Texas,86748,Central,OFF-360596,Office Supplies,Art,Art Model 684,49.0,5,0.5,13.76
571,CA-2023-181240,10/12/2023,10/18/2023,Standard Class,SZ-80438,Barbara Lopez,Consumer,United States,San Francisco,Pennsylvania,14422,East,OFF-140991,Office Supplies,Supplies,Supplies Model 243,78.48,9,0.1,13.37
572,CA-2023-155834,03/26/2023,03/29/2023,Standard Class,MW-82769,Richard Hall,Home Office,United States,Columbus,Texas,68258,Central,OFF-488751,Office Supplies,Binders,Binders Model 477,65.78,14,0.0,23.85
573,CA-2023-116290,04/25/2023,05/02/2023,Standard Class,HC-47691,Harper Edwards,Consumer,United States,New York City,Michigan,86840,Central,TEC-656357,Technology,Copiers,Copiers Model 305,75.52,9,0.1,-3.14
574,CA-2022-136714,05/28/2022,05/30/2022,Standard Class,SG-99059,James Scott,Consumer,United States,Philadelphia,Virginia,87103,South,TEC-273351,Technology,Copiers,Copiers Model 687,200.12,12,0.0,75.82
575,CA-2023-154066,06/15/2023,06/21/2023,Standard Class,ZA-45973,Theodore King,Home Office,United States,Detroit,Florida,51358,South,FUR-109617,Furniture,Tables,Tables Model 216,118.8,8,0.0,20.83
576,CA-2022-151434,11/13/2022,11/17/2022,Standard Class,GW-80644,Avery Mitchell,Consumer,United States,Miami,Florida,94191,South,OFF-643093,Office Supplies,Storage,Storage Model 322,60.75,3,0.0,5.83
577,CA-2021-159154,07/11/2021,07/16/2021,Second Class,RT-81797,Jack Mitchell,Corporate,United States,New York City,Pennsylvania,25092,East,OFF-270734,Office Supplies,Fasteners,Fasteners Model 703,40.55,7,0.0,-2.51
578,CA-2022-124522,10/05/2022,10/08/2022,Second Class,TR-98420,Mary Walker,Consumer,United States,Columbus,New York,71778,East,TEC-890486,Technology,Machines,Machines Model 779,264.15,11,0.1,12.71
579,CA-2024-179626,10/18/2024,10/22/2024,Same Day,OC-48286,Joseph Moore,Home Office,United States,Richmond,Illinois,34003,Central,OFF-401624,Office Supplies,Fasteners,Fasteners Model 969,15.66,2,0.2,1.86
580,CA-2022-107413,05/01/2022,05/05/2022,Standard Class,RW-67706,Noah Davis,Consumer,United States,Philadelphia,Washington,92046,West,OFF-919680,Office Supplies,Labels,Labels Model 974,150.5,7,0.0,55.46
581,CA-2023-198642,09/16/2023,09/19/2023,Standard Class,HF-85537,Aiden Hall,Consumer,United States,Philadelphia,Texas,90661,Central,OFF-178510,Office Supplies,Supplies,Supplies Model 740,5.54,8,0.1,1.54
582,CA-2022-141248,08/30/2022,09/01/2022,Standard Class,FA-68518,Emily Scott,Corporate,United States,Richmond,Texas,92761,Central,TEC-524272,Technology,Machines,Machines Model 334,429.45,13,0.2,-30.27
583,CA-2022-182904,02/22/2022,02/26/2022,Standard Class,NR-51507,Liam White,Consumer,United States,Richmond,New York,15654,East,OFF-471644,Office Supplies,Art,Art Model 843,22.07,14,0.0,1.41
584,CA-2022-105831,07/17/2022,07/21/2022,Standard Class,PJ-51569,Jessica Clark,Consumer,United States,Chicago,Michigan,34701,Central,TEC-364100,Technology,Machines,Machines Model 674,317.52,9,0.0,46.27
585,CA-2024-166927,11/01/2024,11/07/2024,Second Class,ER-63312,Sarah Harris,Consumer,United States,Seattle,Pennsylvania,45164,East,OFF-425074,Office Supplies,Storage,Storage Model 965,44.93,3,0.0,14.6
586,CA-2021-197964,06/12/2021,06/16/2021,Standard Class,IO-31221,Karen Young,Consumer,United States,Philadelphia,Virginia,95493,South,FUR-444156,Furniture,Bookcases,Bookcases Model 787,173.39,3,0.0,49.97
587,CA-2023-196050,09/03/2023,09/08/2023,Standard Class,TP-68844,Sofia Mitchell,Corporate,United States,Los Angeles,Ohio,69801,East,OFF-152953,Office Supplies,Envelopes,Envelopes Model 824,284.84,9,0.0,2.3
588,CA-2024-144763,04/27/2024,05/01/2024,Second Class,QV-83102,Jackson Harris,Consumer,United States,Chicago,New York,98545,East,OFF-305519,Office Supplies,Art,Art Model 588,8.57,3,0.0,-0.64
589,CA-2021-137400,09/28/2021,10/02/2021,First Class,HK-59085,Ava Robinson,Corporate,United States,New York City,California,88006,West,FUR-348100,Furniture,Furnishings,Furnishings Model 826,47.33,10,0.0,-1.6
590,CA-2024-188235,01/10/2024,01/16/2024,Standard Class,TB-92593,Sebastian Lee,Consumer,United States,Seattle,Washington,35177,West,OFF-638691,Office Supplies,Art,Art Model 361,9.31,14,0.2,1.41
591,CA-2023-163766,07/19/2023,07/25/2023,Standard Class,IL-33712,Jessica Martin,Corporate,United States,Richmond,California,27014,West,TEC-362783,Technology,Machines,Machines Model 177,80.71,3,0.0,-4.44
592,CA-2022-195177,05/08/2022,05/15/2022,Standard Class,OH-91922,Logan Green,Consumer,United States,Richmond,Virginia,66470,South,TEC-221245,Technology,Accessories,Accessories Model 292,38.93,13,0.4,0.97
593,CA-2021-123428,09/15/2021,09/19/2021,Second Class,IH-11740,James Allen,Consumer,United States,Seattle,Virginia,80502,South,OFF-719407,Office Supplies,Supplies,Supplies Model 610,56.04,1,0.0,17.41
594,CA-2024-144936,10/11/2024,10/13/2024,Standard Class,SX-61949,Scarlett Walker,Corporate,United States,San Francisco,Ohio,29817,East,OFF-386357,Office Supplies,Binders,Binders Model 681,144.36,7,0.0,14.58
595,CA-2021-131282,10/15/2021,10/20/2021,Standard Class,XK-72387,Theodore Moore,Corporate,United States,Richmond,Texas,70400,Central,FUR-118243,Furniture,Chairs,Chairs Model 545,320.41,6,0.1,127.55
596,CA-2024-142035,10/18/2024,10/22/2024,Standard Class,WT-24105,Joseph Turner,Corporate,United States,Detroit,Michigan,45437,Central,OFF-253532,Office Supplies,Storage,Storage Model 531,57.59,8,0.1,16.01
597,CA-2023-187282,08/05/2023,08/07/2023,Second Class,ZA-20525,Sofia Mitchell,Consumer,United States,Columbus,Ohio,80310,East,OFF-597166,Office Supplies,Envelopes,Envelopes Model 278,14.67,7,0.4,0.48
598,CA-2024-189341,06/04/2024,06/11/2024,Standard Class,FS-88863,Patricia Adams,Home Office,United States,Miami,Pennsylvania,66164,East,OFF-284743,Office Supplies,Art,Art Model 852,41.6,8,0.0,-4.0
599,CA-2022-159531,03/09/2022,03/14/2022,Second Class,OI-51338,Logan Mitchell,Home Office,United States,Seattle,Michigan,72682,Central,OFF-933731,Office Supplies,Supplies,Supplies Model 308,100.35,2,0.0,16.42
600,CA-2021-103468,02/12/2021,02/17/2021,Standard Class,RF-30775,Sophia Clark,Home Office,United States,Columbus,Texas,13369,Central,FUR-704309,Furniture,Bookcases,Bookcases Model 180,25.15,11,0.1,6.36
601,CA-2023-144172,08/15/2023,08/20/2023,Standard Class,HM-76196,Olivia Sanchez,Consumer,United States,Chicago,Illinois,85869,Central,OFF-368554,Office Supplies,Fasteners,Fasteners Model 236,218.25,14,0.1,29.43
602,CA-2022-148719,06/26/2022,07/03/2022,First Class,NC-32083,Owen Anderson,Consumer,United States,New York City,Ohio,68176,East,OFF-993464,Office Supplies,Art,Art Model 129,22.91,7,0.2,8.09
603,CA-2023-171371,03/15/2023,03/21/2023,Standard Class,BK-55551,Owen Carter,Corporate,United States,Los Angeles,Virginia,28079,South,TEC-744270,Technology,Machines,Machines Model 995,537.76,12,0.2,152.71
604,CA-2022-126861,10/30/2022,11/05/2022,Second Class,GB-19060,Elizabeth Smith,Consumer,United States,Los Angeles,New York,53743,East,OFF-707876,Office Supplies,Binders,Binders Model 433,16.56,2,0.0,2.65
605,CA-2022-157862,04/15/2022,04/21/2022,First Class,RL-97295,Theodore Robinson,Corporate,United States,Miami,Texas,35136,Central,TEC-167025,Technology,Phones,Phones Model 813,85.56,11,0.2,-7.75
606,CA-2023-175275,11/16/2023,11/22/2023,First Class,OH-18105,David Anderson,Consumer,United States,Detroit,Michigan,21139,Central,OFF-319696,Office Supplies,Art,Art Model 526,13.25,5,0.2,0.92
607,CA-2023-156961,01/02/2023,01/08/2023,Second Class,TJ-63657,Mason Young,Corporate,United States,Chicago,Washington,52817,West,OFF-645013,Office Supplies,Paper,Paper Model 924,3.84,10,0.1,0.57
608,CA-2023-183671,07/16/2023,07/18/2023,Standard Class,MC-93926,Aiden Moore,Consumer,United States,Chicago,Florida,71612,South,OFF-466891,Office Supplies,Appliances,Appliances Model 674,36.48,8,0.0,0.92
609,CA-2023-125257,09/09/2023,09/13/2023,First Class,DP-22930,Isabella Edwards,Home Office,United States,Richmond,Florida,80669,South,OFF-866279,Office Supplies,Art,Art Model 318,11.26,1,0.3,3.59
610,CA-2023-161999,09/18/2023,09/21/2023,Second Class,YH-57193,Harper Garcia,Corporate,United States,Richmond,Pennsylvania,94821,East,OFF-665149,Office Supplies,Binders,Binders Model 202,50.81,5,0.2,5.7
611,CA-2022-145562,04/28/2022,05/05/2022,Standard Class,CU-30202,Emma Perez,Consumer,United States,Miami,Pennsylvania,66568,East,TEC-171506,Technology,Phones,Phones Model 253,500.98,7,0.0,0.95
612,CA-2024-140693,01/26/2024,01/31/2024,Second Class,CH-60797,Liam King,Consumer,United States,Chicago,Washington,10202,West,OFF-880650,Office Supplies,Supplies,Supplies Model 627,317.83,12,0.0,92.03
613,CA-2021-142422,11/17/2021,11/22/2021,Standard Class,IJ-16805,Isabella Collins,Consumer,United States,Seattle,California,45833,West,OFF-940892,Office Supplies,Labels,Labels Model 125,44.28,2,0.2,9.04
614,CA-2024-155499,10/16/2024,10/21/2024,Second Class,SI-88982,Logan Jackson,Home Office,United States,Chicago,Florida,49397,South,FUR-742825,Furniture,Chairs,Chairs Model 830,15.95,14,0.3,-0.02
615,CA-2024-151308,03/27/2024,04/02/2024,Standard Class,KS-38342,Sophia Green,Corporate,United States,Miami,New York,98365,East,OFF-791218,Office Supplies,Binders,Binders Model 357,61.75,1,0.0,10.27
616,CA-2023-157413,03/17/2023,03/23/2023,Standard Class,CQ-65894,Harper Johnson,Corporate,United States,Richmond,Virginia,21352,South,OFF-230836,Office Supplies,Art,Art Model 917,3.75,4,0.3,0.93
617,CA-2021-196012,09/21/2021,09/24/2021,Second Class,ZT-66731,Avery King,Consumer,United States,Columbus,Florida,89558,South,OFF-764077,Office Supplies,Envelopes,Envelopes Model 207,20.15,2,0.0,2.5
618,CA-2024-163512,08/12/2024,08/19/2024,Standard Class,AV-25275,Jack Gonzalez,Corporate,United States,Miami,Pennsylvania,28630,East,OFF-643530,Office Supplies,Fasteners,Fasteners Model 908,196.96,13,0.0,10.08
619,CA-2023-154682,03/21/2023,03/27/2023,Second Class,TR-82422,Logan Baker,Consumer,United States,Los Angeles,California,70186,West,FUR-213282,Furniture,Furnishings,Furnishings Model 886,61.68,8,0.2,15.1
620,CA-2024-192218,04/04/2024,04/07/2024,Second Class,IM-15596,Karen Carter,Home Office,United States,San Francisco,Florida,54244,South,OFF-277458,Office Supplies,Binders,Binders Model 566,31.1,11,0.0,7.58
621,CA-2021-123791,02/10/2021,02/15/2021,First Class,JX-28137,Logan Lewis,Corporate,United States,Philadelphia,Washington,97491,West,TEC-594439,Technology,Accessories,Accessories Model 529,347.66,10,0.0,-31.82
622,CA-2022-124912,05/09/2022,05/13/2022,First Class,YB-43612,Noah Jackson,Home Office,United States,Detroit,New York,36217,East,OFF-436893,Office Supplies,Labels,Labels Model 908,114.59,9,0.2,1.96
623,CA-2022-111641,03/14/2022,03/18/2022,Standard Class,JZ-58887,Robert Green,Corporate,United States,Philadelphia,Washington,52809,West,TEC-619629,Technology,Accessories,Accessories Model 832,464.34,5,0.0,103.62
624,CA-2024-120156,04/02/2024,04/09/2024,Standard Class,WW-60026,Patricia Campbell,Consumer,United States,Philadelphia,Virginia,68424,South,OFF-968338,Office Supplies,Envelopes,Envelopes Model 583,9.47,2,0.0,0.11
625,CA-2022-107806,11/10/2022,11/13/2022,Second Class,ST-55321,David Thompson,Consumer,United States,Columbus,Ohio,26802,East,OFF-665686,Office Supplies,Paper,Paper Model 398,436.51,7,0.0,166.45
626,CA-2021-119022,06/21/2021,06/28/2021,Standard Class,YL-75458,Karen Roberts,Consumer,United States,Chicago,Ohio,33763,East,OFF-902872,Office Supplies,Supplies,Supplies Model 165,8.37,6,0.0,-0.16
627,CA-2023-165574,06/18/2023,06/23/2023,Standard Class,JI-42462,Emma Harris,Consumer,United States,Seattle,Illinois,77519,Central,TEC-126296,Technology,Machines,Machines Model 935,388.5,7,0.0,106.49
628,CA-2021-169724,08/20/2021,08/26/2021,Standard Class,FV-48857,Barbara Phillips,Consumer,United States,Philadelphia,New York,79861,East,OFF-331095,Office Supplies,Supplies,Supplies Model 975,14.27,14,0.0,5.7
629,CA-2022-164773,10/15/2022,10/21/2022,Standard Class,RE-71663,Barbara Wright,Corporate,United States,Detroit,Virginia,70670,South,OFF-901815,Office Supplies,Binders,Binders Model 883,9.85,2,0.4,0.72
630,CA-2024-190487,12/19/2024,12/24/2024,Standard Class,AQ-51034,Mary King,Corporate,United States,Richmond,Florida,26512,South,TEC-755686,Technology,Machines,Machines Model 102,24.45,10,0.1,4.93
631,CA-2022-185752,09/27/2022,09/30/2022,Standard Class,DI-13689,Jack Scott,Corporate,United States,Los Angeles,Illinois,29322,Central,TEC-422110,Technology,Phones,Phones Model 485,261.5,3,0.2,-12.33
632,CA-2022-132678,09/18/2022,09/25/2022,Second Class,CV-88430,Susan Mitchell,Consumer,United States,Richmond,Florida,91651,South,OFF-396567,Office Supplies,Art,Art Model 356,88.59,9,0.0,18.68
633,CA-2021-118977,02/28/2021,03/05/2021,Standard Class,VD-62632,Emily Turner,Consumer,United States,Detroit,Pennsylvania,91015,East,FUR-770922,Furniture,Furnishings,Furnishings Model 489,1130.62,10,0.0,445.19
